Organism Scientific Name	Organism Common Name	Organism Qualifier	Taxonomy id	Assembly Name	Assembly Accession	Source	Annotation	Level	Contig N50	Size	Submission Date	Gene Count	BioProject	BioSample
Dicrurus megarhynchus		isolate: B10K-DU-001-48	450177	ASM1339919v1	GCA_013399195.1	GenBank	From INSDC submitter	Scaffold	143784	1051520678	2020-07-10	15991	PRJNA545868	SAMN12253804
Spizaetus tyrannus	black hawk-eagle	isolate: B10K-DU-007-42, sex: male	252798	ASM1339921v1	GCA_013399215.1	GenBank	From INSDC submitter	Scaffold	72446	1184661130	2020-07-10	15926	PRJNA545868	SAMN12253891
Rhipidura dahli		isolate: B10K-DU-001-49, sex: male	667186	ASM1339922v1	GCA_013399225.1	GenBank	From INSDC submitter	Scaffold	98056	1019433115	2020-07-10	15777	PRJNA545868	SAMN12253805
Ciconia maguari		isolate: B10K-DU-001-47, sex: female	52777	ASM1339925v1	GCA_013399255.1	GenBank	From INSDC submitter	Scaffold	66040	1200886088	2020-07-10	14872	PRJNA545868	SAMN12253803
Trogon melanurus	black-tailed trogon	isolate: B10K-DU-007-40, sex: male	56311	ASM1339927v1	GCA_013399275.1	GenBank	From INSDC submitter	Scaffold	51448	1107860996	2020-07-10	15508	PRJNA545868	SAMN12253890
Piprites chloris	white-winged piprites	isolate: B10K-DU-007-02, sex: male	114369	ASM1339929v1	GCA_013399295.1	GenBank	From INSDC submitter	Scaffold	75890	1054003917	2020-07-10	15627	PRJNA545868	SAMN12253889
Rostratula benghalensis	greater painted-snipe	isolate: B10K-DU-006-20, sex: female	118793	ASM1339930v1	GCA_013399305.1	GenBank	From INSDC submitter	Scaffold	78725	1103097556	2020-07-10	15696	PRJNA545868	SAMN12253888
Fregetta grallaria	white-bellied storm-petrel	isolate: B10K-DU-006-09, sex: female	79628	ASM1339933v1	GCA_013399335.1	GenBank	From INSDC submitter	Scaffold	15821	1173305012	2020-07-10	15459	PRJNA545868	SAMN12253887
Herpetotheres cachinnans		isolate: B10K-DU-005-78, sex: male	56343	ASM1339935v1	GCA_013399355.1	GenBank	From INSDC submitter	Scaffold	61768	1175298361	2020-07-10	15806	PRJNA545868	SAMN12253885
Alopecoenas beccarii	Western bronze ground-dove	isolate: B10K-DU-006-06, sex: female	262131	ASM1339936v1	GCA_013399365.1	GenBank	From INSDC submitter	Scaffold	126523	1115608669	2020-07-10	16030	PRJNA545868	SAMN12253886
Nyctiprogne leucopyga		isolate: B10K-DU-005-01, sex: female	382315	ASM1339939v1	GCA_013399395.1	GenBank	From INSDC submitter	Scaffold	28894	1115538861	2020-07-10	14986	PRJNA545868	SAMN12253883
Sagittarius serpentarius		isolate: B10K-DU-011-38, sex: male	56258	ASM1339941v1	GCA_013399415.1	GenBank	From INSDC submitter	Scaffold	36754	1139033624	2020-07-10	14359	PRJNA545868	SAMN12253901
Arenaria interpres	ruddy turnstone	isolate: B10K-DU-005-73, sex: female	54971	ASM1339943v1	GCA_013399435.1	GenBank	From INSDC submitter	Scaffold	48252	1124618860	2020-07-10	15264	PRJNA545868	SAMN12253884
Anthoscopus minutus		isolate: B10K-DU-011-42	156561	ASM1339945v1	GCA_013399455.1	GenBank	From INSDC submitter	Scaffold	49651	978848727	2020-07-10	15222	PRJNA545868	SAMN12253902
Chauna torquata	southern screamer	isolate: B10K-DU-011-36, sex: male	30388	ASM1339947v1	GCA_013399475.1	GenBank	From INSDC submitter	Scaffold	39550	1162596281	2020-07-10	15083	PRJNA545868	SAMN12253900
Corythaixoides concolor	grey go-away-bird	isolate: B10K-DU-011-20, sex: female	103956	ASM1339949v1	GCA_013399495.1	GenBank	From INSDC submitter	Scaffold	52683	1187728577	2020-07-10	15729	PRJNA545868	SAMN12253899
Sylvietta virens	Green crombec	isolate: B10K-DU-009-59, sex: male	208069	ASM1339951v1	GCA_013399515.1	GenBank	From INSDC submitter	Scaffold	33668	1028027743	2020-07-10	15515	PRJNA545868	SAMN12253897
Phaetusa simplex	large-billed tern	isolate: B10K-DU-009-16, sex: female	297813	ASM1339953v1	GCA_013399535.1	GenBank	From INSDC submitter	Scaffold	16901	1151692184	2020-07-10	14985	PRJNA545868	SAMN12253896
Circaetus pectoralis	black-chested snake-eagle	isolate: B10K-DU-010-60, sex: male	321084	ASM1339955v1	GCA_013399555.1	GenBank	From INSDC submitter	Scaffold	28952	1183443218	2020-07-10	15855	PRJNA545868	SAMN12253898
Podilymbus podiceps		isolate: B10K-DU-009-04, sex: female	9252	ASM1339956v1	GCA_013399565.1	GenBank	From INSDC submitter	Scaffold	35810	1197106122	2020-07-10	15688	PRJNA545868	SAMN12253895
Glaucidium brasilianum	ferruginous pygmy-owl	isolate: B10K-DU-008-63, sex: female	78217	ASM1339959v1	GCA_013399595.1	GenBank	From INSDC submitter	Scaffold	74988	1170141437	2020-07-10	15602	PRJNA545868	SAMN12253894
Amazona guildingii		isolate: B10K-DU-001-46, sex: female	175529	ASM1339961v1	GCA_013399615.1	GenBank	From INSDC submitter	Scaffold	61007	1133570109	2020-07-10	15795	PRJNA545868	SAMN12253802
Chordeiles acutipennis	lesser nighthawk	isolate: B10K-DU-008-62, sex: female	118183	ASM1339963v1	GCA_013399635.1	GenBank	From INSDC submitter	Scaffold	40733	1172521041	2020-07-10	15496	PRJNA545868	SAMN12253893
Setophaga kirtlandii	Kirtland's warbler	isolate: B10K-DU-001-45, sex: female	298831	ASM1339965v1	GCA_013399655.1	GenBank	From INSDC submitter	Scaffold	77437	1045879602	2020-07-10	15647	PRJNA545868	SAMN12253801
Mesembrinibis cayennensis		isolate: B10K-DU-001-44, sex: female	1118748	ASM1339967v1	GCA_013399675.1	GenBank	From INSDC submitter	Scaffold	85098	1196180878	2020-07-10	15762	PRJNA545868	SAMN12253800
Formicarius rufipectus		isolate: B10K-DU-001-43, sex: male	1118560	ASM1339969v1	GCA_013399695.1	GenBank	From INSDC submitter	Scaffold	79409	1044275471	2020-07-10	15393	PRJNA545868	SAMN12253799
Alectura lathami	australian brush-turkey	isolate: B10K-DU-001-39, sex: male	81907	ASM1339971v1	GCA_013399715.1	GenBank	From INSDC submitter	Scaffold	18430	1043215352	2020-07-10	15139	PRJNA545868	SAMN12253796
Tyrannus savana	Fork-tailed flycatcher	isolate: B10K-DU-001-37, sex: female	137541	ASM1339973v1	GCA_013399735.1	GenBank	From INSDC submitter	Scaffold	72317	1055499921	2020-07-10	15454	PRJNA545868	SAMN12253795
Podargus strigoides	tawny frogmouth	isolate: B10K-DU-001-40, sex: female	8905	ASM1339975v1	GCA_013399755.1	GenBank	From INSDC submitter	Scaffold	80636	1138406061	2020-07-10	15502	PRJNA545868	SAMN12253797
Semnornis frantzii		isolate: B10K-DU-001-42, sex: male	91796	ASM1339977v1	GCA_013399775.1	GenBank	From INSDC submitter	Scaffold	8608	1068132104	2020-07-10	12157	PRJNA545868	SAMN12253798
Zosterops hypoxanthus		isolate: B10K-DU-001-36, sex: female	2485327	ASM1339979v1	GCA_013399795.1	GenBank	From INSDC submitter	Scaffold	48044	1051741454	2020-07-10	15801	PRJNA545868	SAMN12253794
Hirundo rustica	Barn swallow	isolate: B10K-DU-001-67, sex: female	43150	ASM1339981v1	GCA_013399815.1	GenBank	From INSDC submitter	Scaffold	119850	1043753555	2020-07-10	15995	PRJNA545868	SAMN12253817
Leptocoma aspasia		isolate: B10K-DU-001-35, sex: male	2585812	ASM1339983v1	GCA_013399835.1	GenBank	From INSDC submitter	Scaffold	89252	1035751609	2020-07-10	15795	PRJNA545868	SAMN12253793
Oxyruncus cristatus	sharpbill	isolate: B10K-DU-002-07	114331	ASM1339985v1	GCA_013399855.1	GenBank	From INSDC submitter	Scaffold	75750	1062467484	2020-07-10	15543	PRJNA545868	SAMN12253832
Gymnorhina tibicen	Australian magpie	isolate: B10K-DU-002-05, sex: female	9132	ASM1339987v1	GCA_013399875.1	GenBank	From INSDC submitter	Scaffold	140542	1052262442	2020-07-10	16013	PRJNA545868	SAMN12253831
Serilophus lunatus	silver-breasted broadbill	isolate: B10K-DU-002-03, sex: male	239386	ASM1339989v1	GCA_013399895.1	GenBank	From INSDC submitter	Scaffold	89885	1040370003	2020-07-10	15625	PRJNA545868	SAMN12253830
Illadopsis cleaveri	blackcap illadopsis	isolate: B10K-DU-002-01, sex: female	201329	ASM1339991v1	GCA_013399915.1	GenBank	From INSDC submitter	Scaffold	45419	1054200279	2020-07-10	15145	PRJNA545868	SAMN12253828
Cinclus mexicanus		isolate: B10K-DU-001-77, sex: female	161649	ASM1339993v1	GCA_013399935.1	GenBank	From INSDC submitter	Scaffold	44268	996999814	2020-07-10	15131	PRJNA545868	SAMN12253825
Ploceus nigricollis		isolate: B10K-DU-001-79, sex: female	441696	ASM1339994v1	GCA_013399945.1	GenBank	From INSDC submitter	Scaffold	74004	1035454922	2020-07-10	15285	PRJNA545868	SAMN12253827
Indicator maculatus	spotted honeyguide	isolate: B10K-DU-001-78, sex: female	545262	ASM1339997v1	GCA_013399975.1	GenBank	From INSDC submitter	Scaffold	65219	1127548528	2020-07-10	15390	PRJNA545868	SAMN12253826
Oenanthe oenanthe	Northern wheatear	isolate: B10K-DU-001-74, sex: female	279966	ASM1339999v1	GCA_013399995.1	GenBank	From INSDC submitter	Scaffold	44998	1001836003	2020-07-10	15622	PRJNA545868	SAMN12253823
Sylvia borin	garden warbler	isolate: B10K-DU-002-19, sex: female	73324	ASM1340001v1	GCA_013400015.1	GenBank	From INSDC submitter	Scaffold	55510	1036635967	2020-07-10	15329	PRJNA545868	SAMN12253842
Rynchops niger	black skimmer	isolate: B10K-DU-002-16, sex: female	227184	ASM1340003v1	GCA_013400035.1	GenBank	From INSDC submitter	Scaffold	57549	1178085471	2020-07-10	15911	PRJNA545868	SAMN12253840
Nycticryphes semicollaris		isolate: B10K-DU-002-14	227226	ASM1340005v1	GCA_013400055.1	GenBank	From INSDC submitter	Scaffold	74117	1126083395	2020-07-10	15825	PRJNA545868	SAMN12253838
Hippolais icterina	icterine warbler	isolate: B10K-DU-002-18, sex: female	68497	ASM1340007v1	GCA_013400075.1	GenBank	From INSDC submitter	Scaffold	64762	1048398027	2020-07-10	15369	PRJNA545868	SAMN12253841
Himantopus himantopus	black-winged stilt	isolate: B10K-DU-002-13, sex: female	225398	ASM1340009v1	GCA_013400095.1	GenBank	From INSDC submitter	Scaffold	79248	1196502159	2020-07-10	15791	PRJNA545868	SAMN12253837
Rhinopomastus cyanomelas	common scimitar-bill	isolate: B10K-DU-002-35, sex: female	113115	ASM1340011v1	GCA_013400115.1	GenBank	From INSDC submitter	Scaffold	114804	994785294	2020-07-10	16265	PRJNA545868	SAMN12253851
Rhinoptilus africanus	double-banded courser	isolate: B10K-DU-002-36, sex: female	240209	ASM1340013v1	GCA_013400135.1	GenBank	From INSDC submitter	Scaffold	52916	1154870122	2020-07-10	15206	PRJNA545868	SAMN12253852
Locustella ochotensis	Middendorff's grasshopper-warbler	isolate: B10K-DU-002-09, sex: male	187437	ASM1340015v1	GCA_013400155.1	GenBank	From INSDC submitter	Scaffold	58272	1039556136	2020-07-10	15665	PRJNA545868	SAMN12253834
Phainopepla nitens		isolate: B10K-DU-002-32, sex: female	161653	ASM1340017v1	GCA_013400175.1	GenBank	From INSDC submitter	Scaffold	74322	1027439719	2020-07-10	15189	PRJNA545868	SAMN12253850
Aramus guarauna	limpkin	isolate: B10K-DU-002-11, sex: female	54356	ASM1340019v1	GCA_013400195.1	GenBank	From INSDC submitter	Scaffold	62981	1170510309	2020-07-10	15841	PRJNA545868	SAMN12253836
Cisticola juncidis		isolate: B10K-DU-002-30, sex: male	52622	ASM1340021v1	GCA_013400215.1	GenBank	From INSDC submitter	Scaffold	74140	1016620075	2020-07-10	15071	PRJNA545868	SAMN12253849
Oriolus oriolus	Eurasian golden-oriole	isolate: B10K-DU-002-24, sex: female	181099	ASM1340023v1	GCA_013400235.1	GenBank	From INSDC submitter	Scaffold	97892	1038866468	2020-07-10	15592	PRJNA545868	SAMN12253845
Sitta europaea	wood nuthatch	isolate: B10K-DU-002-25, sex: female	50251	ASM1340025v1	GCA_013400255.1	GenBank	From INSDC submitter	Scaffold	79571	1020783426	2020-07-10	15260	PRJNA545868	SAMN12253846
Rhadina sibilatrix		isolate: B10K-DU-002-26, sex: female	2585818	ASM1340027v1	GCA_013400275.1	GenBank	From INSDC submitter	Scaffold	38753	1045321485	2020-07-10	15289	PRJNA545868	SAMN12253847
Larus smithsonianus	American herring gull	isolate: B10K-DU-002-28, sex: female	243888	ASM1340029v1	GCA_013400295.1	GenBank	From INSDC submitter	Scaffold	59826	1174553315	2020-07-10	15341	PRJNA545868	SAMN12253848
Bombycilla garrulus	bohemian waxwing	isolate: B10K-DU-002-23, sex: female	125297	ASM1340031v1	GCA_013400315.1	GenBank	From INSDC submitter	Scaffold	64047	1032116443	2020-07-10	15599	PRJNA545868	SAMN12253844
Eurystomus gularis		isolate: B10K-DU-002-51, sex: female	325343	ASM1340033v1	GCA_013400335.1	GenBank	From INSDC submitter	Scaffold	57880	1130134188	2020-07-10	15305	PRJNA545868	SAMN12253862
Certhia brachydactyla	short-toed tree-creeper	isolate: B10K-DU-002-20, sex: male	73330	ASM1340035v1	GCA_013400355.1	GenBank	From INSDC submitter	Scaffold	76317	1028791262	2020-07-10	15671	PRJNA545868	SAMN12253843
Thinocorus orbignyianus		isolate: B10K-DU-002-47, sex: female	161742	ASM1340037v1	GCA_013400375.1	GenBank	From INSDC submitter	Scaffold	75634	1092410525	2020-07-10	15558	PRJNA545868	SAMN12253858
Vidua macroura		isolate: B10K-DU-002-50, sex: female	187451	ASM1340039v1	GCA_013400395.1	GenBank	From INSDC submitter	Scaffold	37790	1024457306	2020-07-10	14927	PRJNA545868	SAMN12253861
Scytalopus superciliaris		isolate: B10K-DU-002-46, sex: female	312124	ASM1340041v1	GCA_013400415.1	GenBank	From INSDC submitter	Scaffold	60031	1061776118	2020-07-10	15352	PRJNA545868	SAMN12253857
Pycnonotus jocosus	red-whiskered bulbul	isolate: B10K-DU-002-42, sex: female	182897	ASM1340043v1	GCA_013400435.1	GenBank	From INSDC submitter	Scaffold	53855	1024591993	2020-07-10	15553	PRJNA545868	SAMN12253855
Leiothrix lutea	red-billed leiothrix	isolate: B10K-DU-002-43, sex: male	36275	ASM1340044v1	GCA_013400445.1	GenBank	From INSDC submitter	Scaffold	27764	1058758629	2020-07-10	15309	PRJNA545868	SAMN12253856
Tricholaema leucomelas	pied barbet	isolate: B10K-DU-002-37, sex: female	240729	ASM1340047v1	GCA_013400475.1	GenBank	From INSDC submitter	Scaffold	77267	1236242119	2020-07-10	15652	PRJNA545868	SAMN12253853
Nicator chloris		isolate: B10K-DU-002-40, sex: female	237433	ASM1340049v1	GCA_013400495.1	GenBank	From INSDC submitter	Scaffold	56498	1040737262	2020-07-10	15134	PRJNA545868	SAMN12253854
Erpornis zantholeuca		isolate: B10K-DU-002-58, sex: female	1112836	ASM1340051v1	GCA_013400515.1	GenBank	From INSDC submitter	Scaffold	45331	1013967273	2020-07-10	15087	PRJNA545868	SAMN12253868
Scopus umbretta	hamerkop	isolate: B10K-DU-002-70	33581	ASM1340053v1	GCA_013400535.1	GenBank	From INSDC submitter	Scaffold	16158	1091975655	2020-07-10	13524	PRJNA545868	SAMN12253872
Jacana jacana	wattled jacana	isolate: B10K-DU-002-59, sex: female	54508	ASM1340055v1	GCA_013400555.1	GenBank	From INSDC submitter	Scaffold	31221	1085086281	2020-07-10	14651	PRJNA545868	SAMN12253869
Peucedramus taeniatus	olive warbler	isolate: B10K-DU-002-52, sex: female	135441	ASM1340057v1	GCA_013400575.1	GenBank	From INSDC submitter	Scaffold	61982	1037528998	2020-07-10	15371	PRJNA545868	SAMN12253863
Chloropsis cyanopogon		isolate: B10K-DU-002-57, sex: female	1218682	ASM1340058v1	GCA_013400585.1	GenBank	From INSDC submitter	Scaffold	24720	985401841	2020-07-10	14216	PRJNA545868	SAMN12253867
Syrrhaptes paradoxus	Pallas's sandgrouse	isolate: B10K-DU-003-42, sex: male	302527	ASM1340061v1	GCA_013400615.1	GenBank	From INSDC submitter	Scaffold	33027	1101528155	2020-07-10	14915	PRJNA545868	SAMN12253880
Hypocryptadius cinnamomeus		isolate: B10K-DU-002-83, sex: male	589841	ASM1340063v1	GCA_013400635.1	GenBank	From INSDC submitter	Scaffold	23460	854293167	2020-07-10	13837	PRJNA545868	SAMN12253877
Mystacornis crossleyi	Crossley's babbler	isolate: B10K-DU-002-82, sex: male	98133	ASM1340065v1	GCA_013400655.1	GenBank	From INSDC submitter	Scaffold	10653	1116797458	2020-07-10	11950	PRJNA545868	SAMN12253876
Oxylabes madagascariensis	white-throated Oxylabes	isolate: B10K-DU-002-81, sex: female	98144	ASM1340067v1	GCA_013400675.1	GenBank	From INSDC submitter	Scaffold	3531	1199250113	2020-07-10	10415	PRJNA545868	SAMN12253875
Neodrepanis coruscans	wattled asity	isolate: B10K-DU-002-79, sex: male	254563	ASM1340069v1	GCA_013400695.1	GenBank	From INSDC submitter	Scaffold	7054	1024462016	2020-07-10	9824	PRJNA545868	SAMN12253874
Prunella fulvescens	Brown accentor	isolate: B10K-DU-012-46, sex: female	670355	ASM1340071v1	GCA_013400715.1	GenBank	From INSDC submitter	Scaffold	26696	1044257540	2020-07-10	15011	PRJNA545868	SAMN12253912
Pomatostomus ruficeps	chestnut-crowned babbler	isolate: B10K-DU-002-71	9176	ASM1340073v1	GCA_013400735.1	GenBank	From INSDC submitter	Scaffold	34780	1020560999	2020-07-10	14825	PRJNA545868	SAMN12253873
Pelecanoides urinatrix		isolate: B10K-DU-012-45, sex: female	37079	ASM1340075v1	GCA_013400755.1	GenBank	From INSDC submitter	Scaffold	93910	1205479880	2020-07-10	16294	PRJNA545868	SAMN12253911
Chaetops frenatus	Rufous rock-jumper	isolate: B10K-DU-012-41, sex: female	221966	ASM1340077v1	GCA_013400775.1	GenBank	From INSDC submitter	Scaffold	34663	1065444583	2020-07-10	15034	PRJNA545868	SAMN12253910
Pluvianellus socialis	magellanic plover	isolate: B10K-DU-012-14	227228	ASM1340079v1	GCA_013400795.1	GenBank	From INSDC submitter	Scaffold	48629	1185839265	2020-07-10	15695	PRJNA545868	SAMN12253906
Centropus bengalensis	lesser coucal	isolate: B10K-DU-017-21, sex: female	1463675	ASM1340081v1	GCA_013400815.1	GenBank	From INSDC submitter	Scaffold	34951	1015638883	2020-07-10	14518	PRJNA545868	SAMN12253924
Zapornia atra		isolate: B10K-DU-011-47, sex: female	2585822	ASM1340083v1	GCA_013400835.1	GenBank	From INSDC submitter	Scaffold	44130	1119122118	2020-07-10	14708	PRJNA545868	SAMN12253903
Buphagus erythrorhynchus	red-billed oxpecker	isolate: B10K-DU-012-02, sex: male	245048	ASM1340085v1	GCA_013400855.1	GenBank	From INSDC submitter	Scaffold	13219	1040192226	2020-07-10	12579	PRJNA545868	SAMN12253904
Anhinga rufa	African darter	isolate: B10K-DU-029-28, sex: male	317792	ASM1340087v1	GCA_013400875.1	GenBank	From INSDC submitter	Scaffold	12297	1014091971	2020-07-10	11641	PRJNA545868	SAMN12253935
Thalassarche chlororhynchos	Atlantic yellow-nosed albatross	isolate: B10K-DU-029-24, sex: male	54017	ASM1340089v1	GCA_013400895.1	GenBank	From INSDC submitter	Scaffold	23404	1087776125	2020-07-10	13136	PRJNA545868	SAMN12253934
Pardalotus punctatus	spotted pardalote	isolate: B10K-DU-029-51, sex: female	254575	ASM1340091v1	GCA_013400915.1	GenBank	From INSDC submitter	Scaffold	83169	1032444361	2020-07-10	15208	PRJNA545868	SAMN12253951
Turnix velox	Little buttonquail	isolate: B10K-DU-029-46, sex: male	2529409	ASM1340093v1	GCA_013400935.1	GenBank	From INSDC submitter	Scaffold	44031	968890544	2020-07-10	14264	PRJNA545868	SAMN12253947
Drymodes brunneopygia		isolate: B10K-DU-030-03	626378	ASM1340095v1	GCA_013400955.1	GenBank	From INSDC submitter	Scaffold	79910	1058966521	2020-07-10	15254	PRJNA545868	SAMN12253961
Atrichornis clamosus		isolate: B10K-DU-029-61, sex: female	449594	ASM1340097v1	GCA_013400975.1	GenBank	From INSDC submitter	Scaffold	125279	1047502076	2020-07-10	16080	PRJNA545868	SAMN12253955
Oreotrochilus melanogaster		isolate: OUT-0002, sex: male	689266	ASM1340099v1	GCA_013400995.1	GenBank	From INSDC submitter	Scaffold	7679	1107792040	2020-07-10	13547	PRJNA545868	SAMN12253978
Rissa tridactyla	black-legged kittiwake	isolate: OUT-0021, sex: female	75485	ASM1340101v1	GCA_013401015.1	GenBank	From INSDC submitter	Scaffold	54641	1192865200	2020-07-10	16143	PRJNA545868	SAMN12253991
Horornis vulcanius		isolate: B10K-DU-029-69, sex: male	2585811	ASM1340103v1	GCA_013401035.1	GenBank	From INSDC submitter	Scaffold	3129	1223573813	2020-07-10	11388	PRJNA545868	SAMN12253956
Uria aalge	common murre	isolate: OUT-0019, sex: female	13746	ASM1340105v1	GCA_013401055.1	GenBank	From INSDC submitter	Scaffold	23216	1181532998	2020-07-10	15596	PRJNA545868	SAMN12253989
Cepphus grylle		isolate: OUT-0020, sex: female	28697	ASM1340106v1	GCA_013401065.1	GenBank	From INSDC submitter	Scaffold	39689	1197650647	2020-07-10	16242	PRJNA545868	SAMN12253990
Passerina amoena		isolate: OUT-0017, sex: male	142471	ASM1340109v1	GCA_013401095.1	GenBank	From INSDC submitter	Scaffold	54910	1068852817	2020-07-10	15090	PRJNA545868	SAMN12253987
Calonectris borealis	Cory's shearwater	isolate: OUT-0025, sex: female	1323832	ASM1340111v1	GCA_013401115.1	GenBank	From INSDC submitter	Scaffold	63034	1166068492	2020-07-10	15799	PRJNA545868	SAMN12253995
Cettia cetti		isolate: OUT-0056, sex: male	68486	ASM1340113v1	GCA_013401135.1	GenBank	From INSDC submitter	Scaffold	62878	1051752767	2020-07-10	16477	PRJNA545868	SAMN12254007
Molothrus ater		isolate: OUT-0049, sex: female	84834	ASM1340115v1	GCA_013401155.1	GenBank	From INSDC submitter	Scaffold	89160	1229058992	2020-07-10	18368	PRJNA545868	SAMN12254001
Xiphorhynchus elegans	elegant woodcreeper	isolate: OUT-0059, sex: male	269412	ASM1340117v1	GCA_013401175.1	GenBank	From INSDC submitter	Scaffold	62223	1059658982	2020-07-10	15124	PRJNA545868	SAMN12254008
Pomatorhinus ruficollis	streak-breasted scimitar babbler	isolate: B10K-IZ-033-81, sex: male	932028	ASM1340119v1	GCA_013401195.1	GenBank	From INSDC submitter	Scaffold	60017	1065047492	2020-07-10	14693	PRJNA545868	SAMN12253971
Atlantisia rogersi	Inaccessible Island rail	isolate: OUT-0055, sex: male	2478892	ASM1340121v1	GCA_013401215.1	GenBank	From INSDC submitter	Scaffold	36139	1168394043	2020-07-10	14985	PRJNA545868	SAMN12254006
Pteruthius melanotis		isolate: B10K-IZ-033-77, sex: male	357074	ASM1340123v1	GCA_013401235.1	GenBank	From INSDC submitter	Scaffold	34184	1043915671	2020-07-10	13427	PRJNA545868	SAMN12253969
Urocolius indicus		isolate: B10K-DU-030-59, sex: female	458196	ASM1340125v1	GCA_013401255.1	GenBank	From INSDC submitter	Scaffold	94415	1109599764	2020-07-10	15344	PRJNA545868	SAMN12253966
Pandion haliaetus	osprey	isolate: B10K-DU-012-58, sex: male	56262	ASM1340127v1	GCA_013401275.1	GenBank	From INSDC submitter	Scaffold	23447	1147624024	2020-07-10	14179	PRJNA545868	SAMN12253917
Glareola pratincola		isolate: B10K-CU-031-08, sex: female	43316	ASM1340129v1	GCA_013401295.1	GenBank	From INSDC submitter	Scaffold	39898	1172993239	2020-07-10	15334	PRJNA545868	SAMN12253752
Balaeniceps rex	shoebill	isolate: B10K-DU-012-56, sex: female	33584	ASM1340131v1	GCA_013401315.1	GenBank	From INSDC submitter	Scaffold	24547	1181932130	2020-07-10	13703	PRJNA545868	SAMN12253916
Brachypteracias leptosomus	short-legged ground-roller	isolate: B10K-DU-012-52, sex: male	135165	ASM1340133v1	GCA_013401335.1	GenBank	From INSDC submitter	Scaffold	40314	1125912351	2020-07-10	14926	PRJNA545868	SAMN12253914
Ceyx cyanopectus	Indigo-banded kingfisher	isolate: B10K-DU-013-51, sex: female	390723	ASM1340135v1	GCA_013401355.1	GenBank	From INSDC submitter	Scaffold	14890	1119293467	2020-07-10	13153	PRJNA545868	SAMN12253921
Spizella passerina	chipping sparrow	isolate: B10K-DU-023-52, sex: female	40210	ASM1340137v1	GCA_013401375.1	GenBank	From INSDC submitter	Scaffold	9017	1018792982	2020-07-10	10272	PRJNA545868	SAMN12253929
Coloeus monedula	jackdaw	isolate: S_Up_J01, sex: male	30423	ASM1340703v1	GCA_013407035.1	GenBank		Chromosome	23262489	1035863955	2020-07-13		PRJNA626609	SAMN14646012
Ara glaucogularis	Blue-throated macaw	ecotype: Bolivia, sex: male	303304	TAMU_Btm_v1.0	GCA_013433245.1	GenBank		Scaffold	11243935	1139702960	2020-07-21		PRJNA642113	SAMN15376960
Aspidoscelis marmoratus	Marbled whiptail	isolate: SIMRID8450	403789	AspMar1.0	GCA_014337955.1	GenBank		Scaffold	17774	1639530780	2020-08-31		PRJNA360150	SAMN06204250
Cygnus cygnus	common whooper		219595	C_cygnus_scaffold_01	GCA_014362685.1	GenBank		Scaffold	25015	1052375201	2020-08-22		PRJDB10192	SAMD00237433
Columba janthina nitens			985682	C_janthina_scaffold_01	GCA_014362705.1	GenBank		Scaffold	109998	1083634036	2020-08-22		PRJDB10189	SAMD00237431
Corvus macrorhynchos	Large-billed crow		36249	C_macrorhynchos_scaffold_01	GCA_014363025.1	GenBank		Scaffold	52265	1018435877	2020-08-22		PRJDB10193	SAMD00237434
Fratercula cirrhata			43311	F_cirrhata_scaffold_01	GCA_014363165.1	GenBank		Scaffold	19680	1105963355	2020-08-22		PRJDB10194	SAMD00237436
Haliaeetus pelagicus	Steller's sea-eagle		52647	H_pelagicus_scaffold_01	GCA_014363185.1	GenBank		Scaffold	86631	1175967700	2020-08-22		PRJDB10191	SAMD00237430
Leucopsar rothschildi	Bali myna		127929	L_rothschildi_scaffold_01	GCA_014363365.1	GenBank		Scaffold	104200	999682512	2020-08-22		PRJDB10196	SAMD00237439
Phoebastria albatrus			54023	P_albatrus_scaffold_01	GCA_014363385.1	GenBank		Scaffold	43134	1165200156	2020-08-22		PRJDB10276	SAMD00237437
Uria aalge inornata			444853	U_aalge_scaffold_01	GCA_014363425.1	GenBank		Scaffold	19433	1040726051	2020-08-22		PRJDB10195	SAMD00237438
Cardinalis cardinalis	northern cardinal	sex: male	98964	CCar_1.0	GCA_014549065.1	GenBank		Scaffold	133919	1044723337	2020-09-15		PRJNA642398	SAMN15394674
Numida meleagris	helmeted guineafowl	breed: Indigenous, ecotype: Domestic-HGF, assemble, isolate: YPT65100, sex: male	8996	HGFv1	GCA_014595935.1	GenBank		Scaffold	14170429	1049873005	2020-09-15		PRJNA639701	SAMN15246817
Lycocorax pyrrhopterus obiensis		sex: female, strain: lycPyr5	2767082	ASM1470601v1	GCA_014706015.1	GenBank		Scaffold	7452883	1107721516	2020-09-23		PRJNA604967	SAMN15881074
Lycocorax pyrrhopterus obiensis		sex: female, strain: lycPyr4	2767082	ASM1470602v1	GCA_014706025.1	GenBank		Scaffold	6294665	1106102272	2020-09-23		PRJNA604967	SAMN15881073
Lycocorax pyrrhopterus obiensis		sex: female, strain: lycPyr3	2767082	ASM1470603v1	GCA_014706035.1	GenBank		Scaffold	6294665	1099062272	2020-09-23		PRJNA604967	SAMN15881072
Lycocorax pyrrhopterus obiensis		sex: female, strain: lycPyr2	2767082	ASM1470605v1	GCA_014706055.1	GenBank		Scaffold	6294665	1099185865	2020-09-23		PRJNA604967	SAMN15881071
