Organism Scientific Name	Organism Common Name	Organism Qualifier	Taxonomy id	Assembly Name	Assembly Accession	Source	Annotation	Level	Contig N50	Size	Submission Date	Gene Count	BioProject	BioSample
Neolamprologus boulengeri		isolate: KCE5, sex: female	329917	KCE5.scf	GCA_015109695.1	GenBank		Scaffold	7181	684918977	2020-10-29		PRJNA550295	SAMN12123977
Cyphotilapia sp. '5-bar frontosa' AB-2019		isolate: KAG3, sex: male	2591268	KAG3.scf	GCA_015109715.1	GenBank		Scaffold	11820	717924045	2020-10-29		PRJNA550295	SAMN12123974
Neolamprologus ventralis		isolate: KAG8, sex: female	449327	KAG8.scf	GCA_015109735.1	GenBank		Scaffold	10294	711835635	2020-10-29		PRJNA550295	SAMN12123976
Neolamprologus ventralis		isolate: KAG7, sex: male	449327	KAG7.scf	GCA_015109755.1	GenBank		Scaffold	9849	709369790	2020-10-29		PRJNA550295	SAMN12123975
Xenotilapia longispinis		isolate: KAF6, sex: female	240485	KAF6.scf	GCA_015109775.1	GenBank		Scaffold	9971	715411025	2020-10-29		PRJNA550295	SAMN12123973
Cardiopharynx schoutedeni		isolate: KAF2, sex: female	32492	KAF2.scf	GCA_015109795.1	GenBank		Scaffold	9487	702721173	2020-10-29		PRJNA550295	SAMN12123969
Xenotilapia longispinis		isolate: KAF5, sex: male	240485	KAF5.scf	GCA_015109815.1	GenBank		Scaffold	7918	703271709	2020-10-29		PRJNA550295	SAMN12123972
Callochromis melanostigma		isolate: KAF4, sex: female	240489	KAF4.scf	GCA_015109835.1	GenBank		Scaffold	6103	689151099	2020-10-29		PRJNA550295	SAMN12123971
Callochromis melanostigma		isolate: KAF3, sex: male	240489	KAF3.scf	GCA_015109845.1	GenBank		Scaffold	6084	685972472	2020-10-29		PRJNA550295	SAMN12123970
Astatoreochromis straeleni	bluelip haplo	isolate: KAE8, sex: male	64535	KAE8.scf	GCA_015109875.1	GenBank		Scaffold	7930	689581009	2020-10-29		PRJNA550295	SAMN12123967
Cardiopharynx schoutedeni		isolate: KAF1, sex: male	32492	KAF1.scf	GCA_015109895.1	GenBank		Scaffold	5787	675974986	2020-10-29		PRJNA550295	SAMN12123968
Lepidiolamprologus profundicola		isolate: KAD2, sex: male	272719	KAD2.scf	GCA_015109915.1	GenBank		Scaffold	8456	705164024	2020-10-29		PRJNA550295	SAMN12123966
Lamprologus ornatipinnis		isolate: JZF3, sex: male	420112	JZF3.scf	GCA_015109935.1	GenBank		Scaffold	9147	704008040	2020-10-29		PRJNA550295	SAMN12123964
Lamprologus ornatipinnis		isolate: JZF4, sex: female	420112	JZF4.scf	GCA_015109955.1	GenBank		Scaffold	8555	697224635	2020-10-29		PRJNA550295	SAMN12123965
Neolamprologus pleuromaculatus		isolate: JZF2, sex: female	2591257	JZF2.scf	GCA_015109975.1	GenBank		Scaffold	9599	710437232	2020-10-29		PRJNA550295	SAMN12123963
Xenotilapia ornatipinnis		isolate: JZE8, sex: female	143550	JZE8.scf	GCA_015109995.1	GenBank		Scaffold	6752	686597603	2020-10-29		PRJNA550295	SAMN12123961
Xenotilapia ornatipinnis		isolate: JZE6, sex: male	143550	JZE6.scf	GCA_015110015.1	GenBank		Scaffold	8120	696016223	2020-10-29		PRJNA550295	SAMN12123960
Callochromis pleurospilus		isolate: JZE4, sex: female	27735	JZE4.scf	GCA_015110035.1	GenBank		Scaffold	8599	709188225	2020-10-29		PRJNA550295	SAMN12123959
Callochromis pleurospilus		isolate: JZE2, sex: male	27735	JZE2.scf	GCA_015110055.1	GenBank		Scaffold	6531	686699189	2020-10-29		PRJNA550295	SAMN12123958
Neolamprologus toae		isolate: JZD6, sex: female	34808	JZD6.scf	GCA_015110075.1	GenBank		Scaffold	10380	715708537	2020-10-29		PRJNA550295	SAMN12123957
Neolamprologus toae		isolate: JZD5, sex: male	34808	JZD5.scf	GCA_015110095.1	GenBank		Scaffold	8882	709349448	2020-10-29		PRJNA550295	SAMN12123956
Tropheus brichardi		isolate: JZA3, sex: female	8147	JZA3.scf	GCA_015110115.1	GenBank		Scaffold	7565	687430323	2020-10-29		PRJNA550295	SAMN12123953
Spathodus marlieri		isolate: JZD3, sex: female	52957	JZD3.scf	GCA_015110135.1	GenBank		Scaffold	12237	714771393	2020-10-29		PRJNA550295	SAMN12123955
Tanganicodus irsacae	spotfin goby cichlid	isolate: JYH3, sex: male	27763	JYH3.scf	GCA_015110155.1	GenBank		Scaffold	10933	711538798	2020-10-29		PRJNA550295	SAMN12123950
Tanganicodus irsacae	spotfin goby cichlid	isolate: JYH7, sex: female	27763	JYH7.scf	GCA_015110175.1	GenBank		Scaffold	9552	694492678	2020-10-29		PRJNA550295	SAMN12123951
Spathodus marlieri		isolate: JZB7, sex: male	52957	JZB7.scf	GCA_015110195.1	GenBank		Scaffold	7510	683070751	2020-10-29		PRJNA550295	SAMN12123954
Tropheus brichardi		isolate: JYI8, sex: male	8147	JYI8.scf	GCA_015110215.1	GenBank		Scaffold	8313	694005721	2020-10-29		PRJNA550295	SAMN12123952
Astatotilapia stappersii		isolate: JYD3, sex: male	1237176	JYD3.scf	GCA_015110235.1	GenBank		Scaffold	9258	688206949	2020-10-29		PRJNA550295	SAMN12123946
Haplochromis burtoni	Burton's mouthbrooder	isolate: JYD5, sex: female	8153	JYD5.scf	GCA_015110255.1	GenBank		Scaffold	4602	625339680	2020-10-29		PRJNA550295	SAMN12123947
Ophthalmotilapia sp. 'paranasuta' AB-2019		isolate: JYF7, sex: male	2591289	JYF7.scf	GCA_015110275.1	GenBank		Scaffold	9756	708047076	2020-10-29		PRJNA550295	SAMN12123948
Ophthalmotilapia sp. 'paranasuta' AB-2019		isolate: JYG5, sex: female	2591289	JYG5.scf	GCA_015110295.1	GenBank		Scaffold	7039	686059010	2020-10-29		PRJNA550295	SAMN12123949
Paracyprichromis brieni		isolate: JXI4, sex: female	27757	JXI4.scf	GCA_015110315.1	GenBank		Scaffold	6349	671390453	2020-10-29		PRJNA550295	SAMN12123945
Paracyprichromis brieni		isolate: JXI2, sex: male	27757	JXI2.scf	GCA_015110335.1	GenBank		Scaffold	8431	691560517	2020-10-29		PRJNA550295	SAMN12123944
Petrochromis orthognathus		isolate: JXH4, sex: female	28818	JXH4.scf	GCA_015110355.1	GenBank		Scaffold	3035	508607698	2020-10-29		PRJNA550295	SAMN12123942
Lamprologus kungweensis		isolate: JXG8, sex: male	420104	JXG8.scf	GCA_015110375.1	GenBank		Scaffold	9784	716095210	2020-10-29		PRJNA550295	SAMN12123940
Lamprologus kungweensis		isolate: JXH2, sex: female	420104	JXH2.scf	GCA_015110395.1	GenBank		Scaffold	9247	705246034	2020-10-29		PRJNA550295	SAMN12123941
Petrochromis orthognathus		isolate: JXH5, sex: male	28818	JXH5.scf	GCA_015110415.1	GenBank		Scaffold	11755	704346929	2020-10-29		PRJNA550295	SAMN12123943
Eretmodus marksmithi		isolate: JXF4, sex: female	1818572	JXF4.scf	GCA_015110435.1	GenBank		Scaffold	7721	683346320	2020-10-29		PRJNA550295	SAMN12123939
Eretmodus marksmithi		isolate: JXE9, sex: male	1818572	JXE9.scf	GCA_015110455.1	GenBank		Scaffold	12535	714657672	2020-10-29		PRJNA550295	SAMN12123938
Neolamprologus falcicula		isolate: JXD7, sex: female	449319	JXD7.scf	GCA_015110475.1	GenBank		Scaffold	8933	708783665	2020-10-29		PRJNA550295	SAMN12123937
Julidochromis marlieri		isolate: JXC1, sex: female	32499	JXC1.scf	GCA_015110495.1	GenBank		Scaffold	9213	703735116	2020-10-29		PRJNA550295	SAMN12123935
Neolamprologus falcicula		isolate: JXD4, sex: male	449319	JXD4.scf	GCA_015110515.1	GenBank		Scaffold	9336	705706531	2020-10-29		PRJNA550295	SAMN12123936
Tropheus sp. 'brichardi kipili' AB-2019		isolate: LGA6, sex: female	2591307	LGA6.scf	GCA_015110675.1	GenBank		Scaffold	7013	685630084	2020-10-29		PRJNA550295	SAMN12124084
Tropheus sp. 'brichardi kipili' AB-2019		isolate: LGA5, sex: male	2591307	LGA5.scf	GCA_015110695.1	GenBank		Scaffold	9126	694495417	2020-10-29		PRJNA550295	SAMN12124083
Ophthalmotilapia boops		isolate: LFI6, sex: female	152463	LFI6.scf	GCA_015110715.1	GenBank		Scaffold	6124	672407299	2020-10-29		PRJNA550295	SAMN12124082
Ophthalmotilapia boops		isolate: LFI4, sex: male	152463	LFI4.scf	GCA_015110735.1	GenBank		Scaffold	6277	677592684	2020-10-29		PRJNA550295	SAMN12124081
Julidochromis marksmithi		isolate: LFH1, sex: female	2591252	LFH1.scf	GCA_015110755.1	GenBank		Scaffold	8799	704237844	2020-10-29		PRJNA550295	SAMN12124080
Julidochromis marksmithi		isolate: LFG8, sex: male	2591252	LFG8.scf	GCA_015110765.1	GenBank		Scaffold	8167	693054436	2020-10-29		PRJNA550295	SAMN12124079
Lepidiolamprologus kamambae		isolate: LFF8, sex: female	2591253	LFF8.scf	GCA_015110795.1	GenBank		Scaffold	7615	698496020	2020-10-29		PRJNA550295	SAMN12124078
Trematocara zebra		isolate: LFE4, sex: female	1982068	LFE4.scf	GCA_015110815.1	GenBank		Scaffold	5470	662979882	2020-10-29		PRJNA550295	SAMN12124076
Lepidiolamprologus kamambae		isolate: LFF7, sex: male	2591253	LFF7.scf	GCA_015110835.1	GenBank		Scaffold	5931	670027775	2020-10-29		PRJNA550295	SAMN12124077
Neolamprologus sp. 'cygnus' AB-2019		isolate: LFD2, sex: male	2591282	LFD2.scf	GCA_015110855.1	GenBank		Scaffold	7293	695502899	2020-10-29		PRJNA550295	SAMN12124074
Neolamprologus sp. 'cygnus' AB-2019		isolate: LFD4, sex: female	2591282	LFD4.scf	GCA_015110875.1	GenBank		Scaffold	7434	694955769	2020-10-29		PRJNA550295	SAMN12124075
Neolamprologus sp. 'eseki' AB-2019		isolate: LFB7, sex: male	2591283	LFB7.scf	GCA_015110895.1	GenBank		Scaffold	6947	679269631	2020-10-29		PRJNA550295	SAMN12124071
Neolamprologus sp. 'eseki' AB-2019		isolate: LFB9, sex: female	2591283	LFB9.scf	GCA_015110915.1	GenBank		Scaffold	8220	699229374	2020-10-29		PRJNA550295	SAMN12124072
Trematocara zebra		isolate: LFC9, sex: male	1982068	LFC9.scf	GCA_015110935.1	GenBank		Scaffold	5170	649977942	2020-10-29		PRJNA550295	SAMN12124073
Petrochromis sp. 'orthognathus ikola' AB-2019		isolate: LFA6, sex: male	2591298	LFA6.scf	GCA_015110955.1	GenBank		Scaffold	6012	677221155	2020-10-29		PRJNA550295	SAMN12124069
Cyphotilapia frontosa	humphead cichlid	isolate: LEI6, sex: female	27783	LEI6.scf	GCA_015110975.1	GenBank		Scaffold	8262	692800633	2020-10-29		PRJNA550295	SAMN12124067
Cyphotilapia frontosa	humphead cichlid	isolate: LEI9, sex: male	27783	LEI9.scf	GCA_015110995.1	GenBank		Scaffold	7617	687266949	2020-10-29		PRJNA550295	SAMN12124068
Tropheus polli		isolate: LEF8, sex: male	8151	LEF8.scf	GCA_015111015.1	GenBank		Scaffold	10521	710635257	2020-10-29		PRJNA550295	SAMN12124064
Tropheus polli		isolate: LEF9, sex: female	8151	LEF9.scf	GCA_015111035.1	GenBank		Scaffold	10011	708126722	2020-10-29		PRJNA550295	SAMN12124065
Plecodus paradoxus		isolate: LEC7, sex: female	452217	LEC7.scf	GCA_015111055.1	GenBank		Scaffold	8470	697134177	2020-10-29		PRJNA550295	SAMN12124061
Benthochromis sp. 'horii mahale' AB-2019		isolate: LEF2, sex: male	2591266	LEF2.scf	GCA_015111075.1	GenBank		Scaffold	9441	705300076	2020-10-29		PRJNA550295	SAMN12124063
Neolamprologus longior		isolate: LEE1, sex: female	34806	LEE1.scf	GCA_015111095.1	GenBank		Scaffold	8060	694784411	2020-10-29		PRJNA550295	SAMN12124062
Xenotilapia sp. 'spilopterus north' AB-2019		isolate: LEA3, sex: male	2591314	LEA3.scf	GCA_015111115.1	GenBank		Scaffold	7426	689436327	2020-10-29		PRJNA550295	SAMN12124059
Xenotilapia sp. 'spilopterus north' AB-2019		isolate: LEA4, sex: female	2591314	LEA4.scf	GCA_015111135.1	GenBank		Scaffold	7047	685458513	2020-10-29		PRJNA550295	SAMN12124060
Tropheus sp. 'mpimbwe' AB-2019		isolate: LDI7, sex: female	2591310	LDI7.scf	GCA_015111155.1	GenBank		Scaffold	7387	680628748	2020-10-29		PRJNA550295	SAMN12124058
Neolamprologus sp. 'caudopunctatus kipili' AB-2019		isolate: LDG3, sex: female	2591281	LDG3.scf	GCA_015111175.1	GenBank		Scaffold	7442	701808566	2020-10-29		PRJNA550295	SAMN12124056
Tropheus sp. 'mpimbwe' AB-2019		isolate: LDI5, sex: male	2591310	LDI5.scf	GCA_015111195.1	GenBank		Scaffold	8554	691453286	2020-10-29		PRJNA550295	SAMN12124057
Neolamprologus sp. 'caudopunctatus kipili' AB-2019		isolate: LDG2, sex: male	2591281	LDG2.scf	GCA_015111215.1	GenBank		Scaffold	5671	678472148	2020-10-29		PRJNA550295	SAMN12124055
Neolamprologus sp. 'furcifer ulwile' AB-2019		isolate: LDF4, sex: female	2591285	LDF4.scf	GCA_015111235.1	GenBank		Scaffold	6735	691267021	2020-10-29		PRJNA550295	SAMN12124053
Neolamprologus sp. 'furcifer ulwile' AB-2019		isolate: LDF5, sex: male	2591285	LDF5.scf	GCA_015111255.1	GenBank		Scaffold	7009	693491777	2020-10-29		PRJNA550295	SAMN12124054
Chalinochromis sp. 'bifrenatus'		isolate: LDE1, sex: male	1818570	LDE1.scf	GCA_015111275.1	GenBank		Scaffold	6649	691054403	2020-10-29		PRJNA550295	SAMN12124050
Petrochromis sp. 'kipili brown' AB-2019		isolate: LDE3, sex: male	2591295	LDE3.scf	GCA_015111295.1	GenBank		Scaffold	7486	678246622	2020-10-29		PRJNA550295	SAMN12124051
Petrochromis sp. 'kipili brown' AB-2019		isolate: LDE4, sex: female	2591295	LDE4.scf	GCA_015111315.1	GenBank		Scaffold	6031	674292583	2020-10-29		PRJNA550295	SAMN12124052
Chalinochromis sp. 'bifrenatus'		isolate: LDD9, sex: female	1818570	LDD9.scf	GCA_015111335.1	GenBank		Scaffold	6535	691809114	2020-10-29		PRJNA550295	SAMN12124049
Petrochromis sp. 'giant' AB-2019		isolate: LDC6, sex: male	2591293	LDC6.scf	GCA_015111355.1	GenBank		Scaffold	7185	685615114	2020-10-29		PRJNA550295	SAMN12124046
Lepidiolamprologus mimicus		isolate: LDD1, sex: male	559349	LDD1.scf	GCA_015111365.1	GenBank		Scaffold	5549	678300739	2020-10-29		PRJNA550295	SAMN12124047
Lepidiolamprologus mimicus		isolate: LDD6, sex: female	559349	LDD6.scf	GCA_015111395.1	GenBank		Scaffold	6214	684929885	2020-10-29		PRJNA550295	SAMN12124048
Benthochromis tricoti		isolate: LDA7, sex: male	158760	LDA7.scf	GCA_015111415.1	GenBank		Scaffold	6075	675405680	2020-10-29		PRJNA550295	SAMN12124044
Petrochromis macrognathus		isolate: LDA4, sex: male	287480	LDA4.scf	GCA_015111435.1	GenBank		Scaffold	8547	693425911	2020-10-29		PRJNA550295	SAMN12124043
Petrochromis sp. 'moshi yellow' AB-2019		isolate: LCF6, sex: male	2591297	LCF6.scf	GCA_015111455.1	GenBank		Scaffold	7050	683228998	2020-10-29		PRJNA550295	SAMN12124041
Petrochromis sp. 'moshi yellow' AB-2019		isolate: LCF8, sex: female	2591297	LCF8.scf	GCA_015111475.1	GenBank		Scaffold	9083	692230688	2020-10-29		PRJNA550295	SAMN12124042
Tropheus sp. 'Kirschfleck'		isolate: LCF1, sex: male	198185	LCF1.scf	GCA_015111495.1	GenBank		Scaffold	9199	695420430	2020-10-29		PRJNA550295	SAMN12124039
Tropheus sp. 'Kirschfleck'		isolate: LCF3, sex: female	198185	LCF3.scf	GCA_015111515.1	GenBank		Scaffold	8114	686651220	2020-10-29		PRJNA550295	SAMN12124040
Petrochromis sp. 'red' AB-2019		isolate: LCD5, sex: female	2591300	LCD5.scf	GCA_015111535.1	GenBank		Scaffold	7649	684157775	2020-10-29		PRJNA550295	SAMN12124036
Bathybates ferox		isolate: LCD7, sex: female	27733	LCD7.scf	GCA_015111555.1	GenBank		Scaffold	5868	679623610	2020-10-29		PRJNA550295	SAMN12124038
Petrochromis sp. 'red' AB-2019		isolate: LCD1, sex: male	2591300	LCD1.scf	GCA_015111575.1	GenBank		Scaffold	7626	683142697	2020-10-29		PRJNA550295	SAMN12124035
Bathybates ferox		isolate: LCD6, sex: male	27733	LCD6.scf	GCA_015111595.1	GenBank		Scaffold	6506	688524176	2020-10-29		PRJNA550295	SAMN12124037
Neolamprologus sp. 'gracilis tanzania' AB-2019		isolate: LCC6, sex: female	2591286	LCC6.scf	GCA_015111615.1	GenBank		Scaffold	7544	689217272	2020-10-29		PRJNA550295	SAMN12124034
Neolamprologus sp. 'falcicula mahale' AB-2019		isolate: LCB5, sex: female	2591284	LCB5.scf	GCA_015111635.1	GenBank		Scaffold	6646	676758759	2020-10-29		PRJNA550295	SAMN12124032
Neolamprologus leloupi		isolate: LCA2, sex: female	420108	LCA2.scf	GCA_015111655.1	GenBank		Scaffold	7785	704203045	2020-10-29		PRJNA550295	SAMN12124030
Neolamprologus sp. 'falcicula mahale' AB-2019		isolate: LCC2, sex: male	2591284	LCC2.scf	GCA_015111675.1	GenBank		Scaffold	6217	670804512	2020-10-29		PRJNA550295	SAMN12124033
Neolamprologus sp. 'gracilis tanzania' AB-2019		isolate: LCB4, sex: male	2591286	LCB4.scf	GCA_015111695.1	GenBank		Scaffold	7461	687601997	2020-10-29		PRJNA550295	SAMN12124031
Telmatochromis dhonti		isolate: LBF8, sex: male	272717	LBF8.scf	GCA_015111715.1	GenBank		Scaffold	6823	675072260	2020-10-29		PRJNA550295	SAMN12124028
Neolamprologus leloupi		isolate: LCA1, sex: male	420108	LCA1.scf	GCA_015111735.1	GenBank		Scaffold	6009	687831793	2020-10-29		PRJNA550295	SAMN12124029
Telmatochromis dhonti		isolate: LBF7, sex: female	272717	LBF7.scf	GCA_015111745.1	GenBank		Scaffold	7315	682595454	2020-10-29		PRJNA550295	SAMN12124027
Julidochromis sp. 'marlieri south' AB-2019		isolate: LBF3, sex: male	2591274	LBF3.scf	GCA_015111775.1	GenBank		Scaffold	8849	704465009	2020-10-29		PRJNA550295	SAMN12124026
Xenotilapia sima		isolate: LBE9, sex: female	32515	LBE9.scf	GCA_015111795.1	GenBank		Scaffold	7219	687591382	2020-10-29		PRJNA550295	SAMN12124025
Xenotilapia sima		isolate: LBE2, sex: male	32515	LBE2.scf	GCA_015111815.1	GenBank		Scaffold	7703	701095240	2020-10-29		PRJNA550295	SAMN12124024
Oreochromis malagarasi		isolate: KYH4, sex: female	64543	KYH4.scf	GCA_015111835.1	GenBank		Scaffold	7668	705671466	2020-10-29		PRJNA550295	SAMN12124022
Haplochromis paludinosus		isolate: KYG1, sex: male	331646	KYG1.scf	GCA_015111855.1	GenBank		Scaffold	6571	665712341	2020-10-29		PRJNA550295	SAMN12124021
Julidochromis sp. 'marlieri south' AB-2019		isolate: LBA1, sex: female	2591274	LBA1.scf	GCA_015111875.1	GenBank		Scaffold	7273	691068485	2020-10-29		PRJNA550295	SAMN12124023
Orthochromis uvinzae		isolate: KYE7, sex: male	316391	KYE7.scf	GCA_015111895.1	GenBank		Scaffold	8303	685472408	2020-10-29		PRJNA550295	SAMN12124020
Orthochromis malagaraziensis		isolate: KYE2, sex: male	64555	KYE2.scf	GCA_015111915.1	GenBank		Scaffold	8359	685575294	2020-10-29		PRJNA550295	SAMN12124019
Telmatochromis bifrenatus		isolate: KYB7, sex: male	34809	KYB7.scf	GCA_015111935.1	GenBank		Scaffold	8132	693547641	2020-10-29		PRJNA550295	SAMN12124016
Neolamprologus niger		isolate: KYA5, sex: female	309899	KYA5.scf	GCA_015111955.1	GenBank		Scaffold	7682	688901154	2020-10-29		PRJNA550295	SAMN12124015
Telmatochromis bifrenatus		isolate: KYB8, sex: female	34809	KYB8.scf	GCA_015111975.1	GenBank		Scaffold	8312	693883046	2020-10-29		PRJNA550295	SAMN12124017
Neolamprologus boulengeri		isolate: KYB9, sex: male	329917	KYB9.scf	GCA_015111995.1	GenBank		Scaffold	5576	676917367	2020-10-29		PRJNA550295	SAMN12124018
Neolamprologus niger		isolate: KYA1, sex: male	309899	KYA1.scf	GCA_015112015.1	GenBank		Scaffold	7013	681852043	2020-10-29		PRJNA550295	SAMN12124014
Ectodus sp. 'north'		isolate: KHC5, sex: female	1818571	KHC5.scf	GCA_015112055.1	GenBank		Scaffold	7280	678686595	2020-10-29		PRJNA550295	SAMN12124012
Julidochromis regani	convict julie	isolate: KHE6, sex: male	8125	KHE6.scf	GCA_015112075.1	GenBank		Scaffold	8530	694958740	2020-10-29		PRJNA550295	SAMN12124013
Ectodus sp. 'north'		isolate: KHC4, sex: male	1818571	KHC4.scf	GCA_015112095.1	GenBank		Scaffold	7755	681491488	2020-10-29		PRJNA550295	SAMN12124011
Neolamprologus cancellatus		isolate: LJD1	2591254	LJD1.scf	GCA_015112375.1	GenBank		Scaffold	3614	533574869	2020-10-29		PRJNA550295	SAMN12124118
Telmatochromis sp. 'dhonti twiyu' AB-2019		isolate: LHF2, sex: female	2591303	LHF2.scf	GCA_015112395.1	GenBank		Scaffold	7272	706900099	2020-10-29		PRJNA550295	SAMN12124103
Trematocara caparti		isolate: LJC8	2591261	LJC8.scf	GCA_015112415.1	GenBank		Scaffold	3079	553073352	2020-10-29		PRJNA550295	SAMN12124116
Petrochromis sp. 'giant' AB-2019		isolate: LHD2, sex: female	2591293	LHD2.scf	GCA_015112455.1	GenBank		Scaffold	6448	680468209	2020-10-29		PRJNA550295	SAMN12124100
Telmatochromis sp. 'dhonti twiyu' AB-2019		isolate: LHC1, sex: male	2591303	LHC1.scf	GCA_015112475.1	GenBank		Scaffold	9625	714934337	2020-10-29		PRJNA550295	SAMN12124099
Neolamprologus petricola		isolate: LGH8, sex: male	272718	LGH8.scf	GCA_015112495.1	GenBank		Scaffold	7078	690821841	2020-10-29		PRJNA550295	SAMN12124093
Petrochromis sp. 'polyodon texas' AB-2019		isolate: LHB3, sex: female	2591299	LHB3.scf	GCA_015112515.1	GenBank		Scaffold	10914	705286015	2020-10-29		PRJNA550295	SAMN12124098
Petrochromis sp. 'polyodon texas' AB-2019		isolate: LHB1, sex: male	2591299	LHB1.scf	GCA_015112535.1	GenBank		Scaffold	7512	686881253	2020-10-29		PRJNA550295	SAMN12124097
Neolamprologus petricola		isolate: LGI1, sex: female	272718	LGI1.scf	GCA_015112555.1	GenBank		Scaffold	7694	697605287	2020-10-29		PRJNA550295	SAMN12124094
Chalinochromis cyanophleps		isolate: LGG7, sex: female	1506565	LGG7.scf	GCA_015112575.1	GenBank		Scaffold	6783	691640008	2020-10-29		PRJNA550295	SAMN12124090
Ophthalmotilapia sp. 'white cap' AB-2019		isolate: LGH3, sex: female	2591290	LGH3.scf	GCA_015112595.1	GenBank		Scaffold	6211	683395352	2020-10-29		PRJNA550295	SAMN12124092
Ophthalmotilapia sp. 'white cap' AB-2019		isolate: LGH1, sex: male	2591290	LGH1.scf	GCA_015112615.1	GenBank		Scaffold	7777	696861579	2020-10-29		PRJNA550295	SAMN12124091
Chalinochromis cyanophleps		isolate: LGG6, sex: male	1506565	LGG6.scf	GCA_015112635.1	GenBank		Scaffold	7798	701142475	2020-10-29		PRJNA550295	SAMN12124089
Neolamprologus timidus		isolate: LGE2, sex: male	1492750	LGE2.scf	GCA_015112655.1	GenBank		Scaffold	6737	690529152	2020-10-29		PRJNA550295	SAMN12124087
Neolamprologus timidus		isolate: LGE3, sex: female	1492750	LGE3.scf	GCA_015112675.1	GenBank		Scaffold	6954	682751669	2020-10-29		PRJNA550295	SAMN12124088
Petrochromis sp. 'macrognathus rainbow' AB-2019		isolate: LGB5, sex: male	2591296	LGB5.scf	GCA_015112695.1	GenBank		Scaffold	6115	676678530	2020-10-29		PRJNA550295	SAMN12124085
Petrochromis sp. 'macrognathus rainbow' AB-2019		isolate: LGB8, sex: female	2591296	LGB8.scf	GCA_015112775.1	GenBank		Scaffold	6472	681966742	2020-10-29		PRJNA550295	SAMN12124086
Astatotilapia flaviijosephi		isolate: LJD2, sex: male	205334	LJD2.scf	GCA_015112995.1	GenBank		Scaffold	5687	648774917	2020-10-29		PRJNA550295	SAMN12124119
Neolamprologus nigriventris		isolate: LJC3, sex: male	309900	LJC3.scf	GCA_015113015.1	GenBank		Scaffold	9731	716037962	2020-10-29		PRJNA550295	SAMN12124114
Hemibates koningsi		isolate: LJC5, sex: female	2126561	LJC5.scf	GCA_015113035.1	GenBank		Scaffold	2961	569184832	2020-10-29		PRJNA550295	SAMN12124115
Julidochromis transcriptus	masked julie	isolate: LJC2, sex: female	70784	LJC2.scf	GCA_015113055.1	GenBank		Scaffold	9968	711616841	2020-10-29		PRJNA550295	SAMN12124113
Neolamprologus cancellatus		isolate: LJC9	2591254	LJC9.scf	GCA_015113075.1	GenBank		Scaffold	5093	650738931	2020-10-29		PRJNA550295	SAMN12124117
Tangachromis dhanisi		isolate: LJA8, sex: female	1811344	LJA8.scf	GCA_015113095.1	GenBank		Scaffold	9827	714222081	2020-10-29		PRJNA550295	SAMN12124111
Petrochromis macrognathus		isolate: LJB1, sex: female	287480	LJB1.scf	GCA_015113115.1	GenBank		Scaffold	6409	673915020	2020-10-29		PRJNA550295	SAMN12124112
Tangachromis dhanisi		isolate: LJA7, sex: male	1811344	LJA7.scf	GCA_015113135.1	GenBank		Scaffold	6132	667373246	2020-10-29		PRJNA550295	SAMN12124110
Plecodus elaviae		isolate: LHI6, sex: female	452215	LHI6.scf	GCA_015113155.1	GenBank		Scaffold	7573	697720206	2020-10-29		PRJNA550295	SAMN12124109
Xenotilapia tenuidentata		isolate: LHG4, sex: male	27753	LHG4.scf	GCA_015113175.1	GenBank		Scaffold	9063	710078883	2020-10-29		PRJNA550295	SAMN12124106
Plecodus elaviae		isolate: LHI4, sex: male	452215	LHI4.scf	GCA_015113195.1	GenBank		Scaffold	7012	693561716	2020-10-29		PRJNA550295	SAMN12124108
Tropheus sp. 'murago' AB-2019		isolate: LHE3, sex: female	2591311	LHE3.scf	GCA_015113215.1	GenBank		Scaffold	9021	694619420	2020-10-29		PRJNA550295	SAMN12124102
Lepidiolamprologus sp. 'meeli kipili' AB-2019		isolate: LHA5, sex: male	2591279	LHA5.scf	GCA_015113235.1	GenBank		Scaffold	6343	686267478	2020-10-29		PRJNA550295	SAMN12124096
Neolamprologus bifasciatus		isolate: LHF7, sex: female	449318	LHF7.scf	GCA_015113255.1	GenBank		Scaffold	8310	695688542	2020-10-29		PRJNA550295	SAMN12124105
Neolamprologus bifasciatus		isolate: LHF6, sex: male	449318	LHF6.scf	GCA_015113275.1	GenBank		Scaffold	8519	694528962	2020-10-29		PRJNA550295	SAMN12124104
Tropheus sp. 'murago' AB-2019		isolate: LHD9, sex: male	2591311	LHD9.scf	GCA_015113295.1	GenBank		Scaffold	6436	681802313	2020-10-29		PRJNA550295	SAMN12124101
Lepidiolamprologus sp. 'meeli kipili' AB-2019		isolate: LHA2, sex: female	2591279	LHA2.scf	GCA_015113315.1	GenBank		Scaffold	5758	678014130	2020-10-29		PRJNA550295	SAMN12124095
Xenotilapia tenuidentata		isolate: LHG6, sex: female	27753	LHG6.scf	GCA_015118035.1	GenBank		Scaffold	8469	710602812	2020-10-29		PRJNA550295	SAMN12124107
Sebastes umbrosus	honeycomb rockfish	isolate: fSebUmb1, sex: male	72105	fSebUmb1.alt	GCA_015220095.1	GenBank		Scaffold	558988	765970641	2020-11-02		PRJNA562006	SAMN12629503
