transcript	gene	cds_length	mrna_length	is_longest	f0	f2	f3	f4
rna-XM_031565500.1	gene-pdxdc1	2355	14359	no	1497	439	26	393
rna-XM_012827200.2	gene-pdxdc1	2310	14359	no	1467	433	26	384
rna-XM_012827201.2	gene-LOC105899964	1728	12670	yes	1128	307	31	262
rna-XM_031565511.1	gene-LOC105899964	1518	11900	no	988	275	30	225
rna-XM_031565515.1	gene-LOC105900017	999	10105	yes	619	220	9	151
rna-XM_031565478.1	gene-myh11	6033	28595	yes	3866	1299	69	799
rna-XM_031565473.1	gene-myh11	6033	27771	no	3866	1299	69	799
rna-XM_031565485.1	gene-myh11	6012	27618	no	3853	1295	69	795
rna-XM_031565490.1	gene-myh11	5838	26897	no	3742	1268	69	759
rna-XM_031565525.1	gene-abcc1	4623	31458	yes	2991	745	90	797
rna-XM_012827226.2	gene-abcc1	4557	31457	no	2946	729	90	792
rna-XM_031577085.1	gene-LOC105899880	4536	23295	yes	2907	789	100	740
rna-XM_012827154.2	gene-LOC105899925	669	4905	yes	431	120	12	106
rna-XM_012827103.2	gene-itpripl2	1488	2979	yes	920	263	7	298
rna-XM_031565541.1	gene-syt17	1428	22657	yes	908	267	16	237
rna-XM_012827105.2	gene-clec19a	606	7332	yes	396	114	13	83
rna-XM_012827184.2	gene-smg1	10968	39553	yes	6953	2004	130	1881
rna-XM_031565549.1	gene-smg1	10965	39553	no	6951	2003	130	1881
rna-XM_031565552.1	gene-smg1	10905	39246	no	6912	1991	130	1872
rna-XM_031565558.1	gene-smg1	10584	35599	no	6705	1933	129	1817
rna-XM_012827219.2	gene-arl6ip1	612	7458	yes	401	105	11	95
rna-XM_031565569.1	gene-LOC116220227	606	4060	yes	393	116	8	89
rna-XM_012827220.2	gene-rps15a	393	7222	yes	253	73	10	57
rna-XM_031565578.1	gene-xylt1	2868	89110	yes	1859	501	36	472
rna-XM_031565588.1	gene-tmc5	2721	9259	yes	1733	510	47	431
rna-XM_031565595.1	gene-tmc5	2625	9259	no	1673	489	43	420
rna-XM_012827206.2	gene-rab40c	840	14376	yes	540	151	17	132
rna-XM_031565613.1	gene-pigq	1785	10062	yes	1149	323	34	279
rna-XM_031565608.1	gene-pigq	1785	9660	no	1149	323	34	279
rna-XM_012827203.2	gene-pigq	1785	9659	no	1149	323	34	279
rna-XM_012827204.2	gene-eef2kmt	996	2146	yes	637	187	15	157
rna-XM_031565621.1	gene-alg1	1476	4091	yes	952	281	29	214
rna-XM_012827147.2	gene-c1h16orf89	1041	3356	yes	674	204	12	151
rna-XM_031565651.1	gene-LOC105900006	2004	11756	yes	1300	411	36	257
rna-XM_012827255.2	gene-LOC105900006	1956	11754	no	1270	397	35	254
rna-XM_031565676.1	gene-LOC116220256	786	3244	yes	500	162	9	115
rna-XM_031577095.1	gene-LOC105899888	930	16229	yes	611	161	8	150
rna-XM_031565691.1	gene-fbxl16	1458	12675	yes	914	270	17	257
rna-XM_031565688.1	gene-LOC116220259	807	10546	yes	509	173	19	106
rna-XM_031565714.1	gene-septin12	1077	50322	no	684	229	23	141
rna-XM_031565703.1	gene-septin12	1077	41688	no	684	229	23	141
rna-XM_031565697.1	gene-septin12	1131	39245	yes	717	242	23	149
rna-XM_012827112.2	gene-LOC105899890	1434	9461	yes	936	227	17	254
rna-XM_031565735.1	gene-LOC105899914	765	21825	yes	497	160	15	93
rna-XM_031565741.1	gene-LOC105899914	624	18619	no	406	128	13	77
rna-XM_031565730.1	gene-LOC105899914	765	19554	no	497	160	15	93
rna-XM_031565770.1	gene-rbfox1	1227	231020	no	799	206	12	210
rna-XM_031565777.1	gene-rbfox1	1185	231019	no	771	198	11	205
rna-XM_031565793.1	gene-rbfox1	1119	231018	no	727	187	10	195
rna-XM_031565799.1	gene-rbfox1	1110	147399	no	724	184	10	192
rna-XM_031565760.1	gene-rbfox1	1233	120896	no	800	203	10	220
rna-XM_031565782.1	gene-rbfox1	1167	118881	no	758	195	10	204
rna-XM_031565753.1	gene-rbfox1	1236	120892	yes	802	204	10	220
rna-XM_031565805.1	gene-rbfox1	1059	69358	no	687	177	10	185
rna-XM_012827161.2	gene-rbfox1	1125	45339	no	732	188	10	195
rna-XM_031575593.1	gene-tmem114	732	13228	yes	457	135	15	125
rna-XM_012827151.2	gene-mettl22	1089	15689	yes	701	215	12	161
rna-XM_012827153.2	gene-mettl22	1089	15689	no	701	215	12	161
rna-XM_012827221.2	gene-LOC105899982	1503	28619	yes	974	274	25	230
rna-XM_031565814.1	gene-LOC105899982	1503	28619	no	974	274	25	230
rna-XM_031565815.1	gene-LOC105899982	1503	28619	no	974	274	25	230
rna-XM_012827222.2	gene-LOC105899982	1503	28619	no	974	274	25	230
rna-XM_012827225.2	gene-carhsp1	480	17258	yes	315	60	7	98
rna-XM_012827223.2	gene-naa60	729	5727	yes	474	130	22	103
rna-XM_031565840.1	gene-naa60	729	5725	no	474	130	22	103
rna-XM_031565851.1	gene-naa60	534	5600	no	343	100	17	74
rna-XM_012827114.2	gene-LOC105899892	843	2157	yes	546	154	14	129
rna-XM_031565865.1	gene-LOC116220278	696	3569	yes	458	119	15	104
rna-XM_012827240.2	gene-LOC105899997	837	2162	yes	542	157	13	125
rna-XM_031565882.1	gene-LOC105899893	906	5293	yes	588	163	17	138
rna-XM_012827242.2	gene-LOC105899998	594	30262	no	385	115	7	87
rna-XM_031565892.1	gene-LOC105899998	672	24055	yes	435	129	8	100
rna-XM_031565922.1	gene-clcn7	2400	14021	no	1544	405	55	396
rna-XM_031565918.1	gene-clcn7	2403	14021	no	1546	406	55	396
rna-XM_031565913.1	gene-clcn7	2403	14021	no	1546	406	55	396
rna-XM_031565908.1	gene-clcn7	2406	14021	yes	1548	407	55	396
rna-XM_012827116.2	gene-ptx4	1620	3146	yes	1019	331	23	247
rna-XM_031565955.1	gene-LOC105899939	486	9483	yes	316	89	7	74
rna-XM_012827167.2	gene-LOC105899939	486	1700	no	316	89	7	74
rna-XM_031565938.1	gene-usp7	3336	20120	yes	2164	720	49	403
rna-XM_031565942.1	gene-usp7	3330	20112	no	2161	717	49	403
rna-XM_012827188.2	gene-usp7	3336	20111	no	2164	720	49	403
rna-XM_031565946.1	gene-usp7	3195	17955	no	2068	691	47	389
rna-XM_031565944.1	gene-usp7	3195	17856	no	2068	691	47	389
rna-XM_012827256.2	gene-c1h16orf72	798	5603	yes	512	152	10	124
rna-XM_012827117.2	gene-grin2a	4395	124170	yes	2863	813	82	637
rna-XM_031565986.1	gene-grin2a	4395	123483	no	2863	813	82	637
rna-XM_031565995.1	gene-atf7ip2	1407	19713	yes	930	215	24	238
rna-XM_012827150.2	gene-emp2	498	16584	yes	322	80	17	79
rna-XM_012827266.2	gene-tekt5	1419	8947	yes	917	299	22	181
rna-XM_012827138.2	gene-nubp1	972	32227	yes	634	160	23	155
rna-XM_031577109.1	gene-LOC105899898	690	16253	yes	444	138	4	104
rna-XM_031577113.1	gene-clec16a	1986	47853	yes	1270	363	32	321
rna-XM_031577114.1	gene-LOC105899995	1830	81974	yes	1209	334	29	258
rna-XM_012827166.2	gene-LOC105899937	933	31174	yes	614	152	19	148
rna-XM_031566021.1	gene-znf598	2793	10748	yes	1797	523	24	449
rna-XM_031566025.1	gene-znf598	2790	10748	no	1795	522	24	449
rna-XM_012827164.2	gene-syngr3	684	6837	yes	450	112	18	104
rna-XM_031566066.1	gene-gfer	579	2071	yes	381	112	2	84
rna-XM_012827159.2	gene-gfer	579	1953	no	381	112	2	84
rna-XM_012827263.2	gene-drg2	1095	5061	yes	693	219	28	155
rna-XM_031566078.1	gene-myo15a	7065	38235	yes	4556	1360	144	1005
rna-XM_031566094.1	gene-LOC105899928	3132	38659	yes	2010	553	41	528
rna-XM_031566089.1	gene-ccdc97	1002	2432	yes	639	235	11	117
rna-XM_031577115.1	gene-LOC105899901	6024	56416	yes	3871	1077	106	970
rna-XM_031577116.1	gene-LOC116222608	1449	9231	yes	943	256	20	230
rna-XM_031577117.1	gene-LOC116222624	759	4271	yes	483	143	14	119
rna-XM_031564337.1	gene-LOC116219609	540	1368	yes	350	90	6	94
rna-XM_031565177.1	gene-LOC116220020	2037	64353	yes	1330	347	35	325
rna-XM_012827149.2	gene-b9d1	621	5040	yes	410	100	10	101
rna-XM_031566109.1	gene-epn2	1770	26228	yes	1167	249	11	343
rna-XM_031566123.1	gene-epn2	1764	26227	no	1163	249	11	341
rna-XM_031566116.1	gene-epn2	1770	24117	no	1167	249	11	343
rna-XM_012827155.2	gene-LOC105899926	645	8432	yes	410	138	7	90
rna-XM_031566133.1	gene-fam83g	3339	8343	yes	2157	612	40	530
rna-XM_031566136.1	gene-fam83g	1425	5077	no	919	267	22	217
rna-XM_012827262.2	gene-prpsap2	1074	8973	no	691	175	41	167
rna-XM_031566158.1	gene-prpsap2	1176	8711	no	758	194	41	183
rna-XM_031566153.1	gene-prpsap2	1245	8587	yes	800	205	45	195
rna-XM_031565926.1	gene-caskin1	4782	93227	yes	3098	744	54	886
rna-XM_012827261.2	gene-traf7	1923	15063	yes	1248	343	31	301
rna-XM_031566196.1	gene-gng13	204	10622	yes	135	42	2	25
rna-XM_012827171.2	gene-gng13	204	6117	no	135	42	2	25
rna-XM_031566188.1	gene-gng13	204	6117	no	135	42	2	25
rna-XM_031566231.1	gene-dctn5	549	2831	yes	354	102	16	77
rna-XM_031566212.1	gene-rpusd1	936	3091	no	607	192	12	125
rna-XM_031566221.1	gene-rpusd1	903	3078	no	586	183	11	123
rna-XM_031566204.1	gene-rpusd1	990	3073	yes	640	205	12	133
rna-XM_012827252.2	gene-ndufab1	462	1800	yes	293	88	11	70
rna-XM_031566249.1	gene-tnrc6a	5832	21272	yes	3931	855	33	1013
rna-XM_031566257.1	gene-tnrc18	9048	36858	yes	5808	1620	68	1552
rna-XM_031566271.1	gene-LOC105899911	1233	9225	no	785	242	13	193
rna-XM_031566265.1	gene-LOC105899911	1254	9222	yes	800	242	13	199
rna-XM_031566296.1	gene-foxk1	1368	7955	yes	892	200	20	256
rna-XM_031566278.1	gene-ap5z1	2484	14789	yes	1581	458	36	409
rna-XM_012827143.2	gene-ap5z1	2442	14789	no	1553	450	35	404
rna-XM_012816782.2	gene-LOC105890717	1518	10327	yes	996	266	39	217
rna-XM_031566320.1	gene-LOC105890716	6831	225387	no	4420	1074	100	1237
rna-XM_031566337.1	gene-LOC105890716	6804	225386	no	4404	1068	100	1232
rna-XM_031566328.1	gene-LOC105890716	6807	225386	no	4406	1068	100	1233
rna-XM_031566313.1	gene-LOC105890716	6831	225386	no	4420	1074	100	1237
rna-XM_031566305.1	gene-LOC105890716	6834	225386	yes	4422	1074	100	1238
rna-XM_031566368.1	gene-card11	3489	27834	no	2210	739	55	485
rna-XM_031566350.1	gene-card11	3522	20154	yes	2232	746	55	489
rna-XM_031566360.1	gene-card11	3501	20154	no	2220	739	55	487
rna-XM_031566354.1	gene-card11	3504	20154	no	2219	744	55	486
rna-XM_012816779.2	gene-card11	3483	20154	no	2207	737	55	484
rna-XM_012816784.2	gene-LOC105890719	1158	32175	yes	743	228	24	163
rna-XM_031566393.1	gene-LOC105890779	2046	7113	yes	1358	407	36	245
rna-XM_031566407.1	gene-chst12	1314	6763	no	841	273	23	177
rna-XM_012816813.2	gene-chst12	1314	6763	yes	841	273	23	177
rna-XM_012816778.2	gene-LOC105890714	1302	3535	yes	845	219	31	207
rna-XM_012816822.2	gene-grifin	420	5323	yes	277	85	12	46
rna-XM_012816785.2	gene-lfng	1170	10512	yes	750	229	16	175
rna-XM_031566423.1	gene-LOC105890807	1638	49671	yes	1047	292	22	277
rna-XM_031566433.1	gene-snx8	1566	12063	yes	993	316	21	236
rna-XM_012816801.2	gene-snx8	1563	12062	no	991	315	21	236
rna-XM_031566447.1	gene-snx8	1422	12062	no	902	290	19	211
rna-XM_031566480.1	gene-nudt1	411	3408	no	269	91	7	44
rna-XM_031566464.1	gene-nudt1	474	3406	yes	306	103	7	58
rna-XM_031566472.1	gene-nudt1	474	3163	no	306	103	7	58
rna-XM_012816808.2	gene-mrm2	732	3511	yes	474	131	10	117
rna-XM_031566494.1	gene-elfn1	2400	68712	yes	1564	446	50	340
rna-XM_031566519.1	gene-elfn1	2400	68712	no	1564	446	50	340
rna-XM_031566496.1	gene-elfn1	2400	68712	no	1564	446	50	340
rna-XM_031566506.1	gene-elfn1	2400	66906	no	1564	446	50	340
rna-XM_031566510.1	gene-elfn1	2400	41072	no	1564	446	50	340
rna-XM_012816804.2	gene-tmem184a	1260	17910	yes	829	208	38	185
rna-XM_012816806.2	gene-mafk	507	14685	no	326	81	3	97
rna-XM_012816805.2	gene-mafk	588	14679	yes	381	95	4	108
rna-XM_031566560.1	gene-mafk	507	7309	no	326	81	3	97
rna-XM_031566578.1	gene-ints1	6603	26952	yes	4169	1232	89	1113
rna-XM_031566585.1	gene-ints1	6600	26952	no	4167	1232	89	1112
rna-XM_012816871.2	gene-ints1	6594	26952	no	4163	1232	88	1111
rna-XM_012816872.2	gene-ints1	6591	26952	no	4161	1232	88	1110
rna-XM_012816823.2	gene-LOC105890749	828	2402	yes	516	176	4	132
rna-XM_031566608.1	gene-micall2	2778	14929	no	1779	474	28	497
rna-XM_031566603.1	gene-micall2	2832	14928	yes	1812	484	29	507
rna-XM_031566630.1	gene-uncx	1452	6906	yes	928	296	11	217
rna-XM_012816776.2	gene-uncx	1452	3862	no	928	296	11	217
rna-XM_012816788.2	gene-zfand2a	834	8319	no	538	163	9	124
rna-XM_012816786.2	gene-zfand2a	846	8318	yes	543	169	9	125
rna-XM_012816775.2	gene-LOC105890710	1149	7290	yes	752	176	21	200
rna-XM_031566675.1	gene-axin1	2643	32397	yes	1706	491	28	418
rna-XM_031566688.1	gene-axin1	2640	30732	no	1704	490	28	418
rna-XM_031566670.1	gene-axin1	2643	30730	no	1706	491	28	418
rna-XM_012816891.2	gene-axin1	2535	30727	no	1638	477	27	393
rna-XM_031566679.1	gene-axin1	2643	28444	no	1706	491	28	418
rna-XM_031576238.1	gene-dhx58	1326	4090	yes	851	249	28	198
rna-XM_012816888.2	gene-kat2a	2400	11233	yes	1557	443	41	359
rna-XM_012816869.2	gene-LOC105890789	663	14036	yes	431	114	9	109
rna-XM_031566726.1	gene-LOC105890708	3570	24210	no	2284	634	51	601
rna-XM_031566717.1	gene-LOC105890708	3573	24210	yes	2286	634	51	602
rna-XM_031566761.1	gene-LOC105890706	3507	64729	yes	2270	619	44	574
rna-XM_031566769.1	gene-LOC105890767	2487	74292	yes	1602	487	37	361
rna-XM_012816842.2	gene-LOC105890767	2355	74227	no	1518	454	37	346
rna-XM_031566779.1	gene-LOC105890767	2355	41353	no	1518	454	37	346
rna-XM_012816844.2	gene-stat3	2283	22063	no	1478	448	44	313
rna-XM_012816843.2	gene-stat3	2343	22063	yes	1518	458	44	323
rna-XM_031566789.1	gene-stat3	2343	21756	no	1518	458	44	323
rna-XM_012816893.2	gene-LOC105890808	1347	18870	yes	871	258	14	204
rna-XM_031566807.1	gene-LOC105890791	2565	25437	yes	1654	480	59	372
rna-XM_031566818.1	gene-LOC105890791	2547	25437	no	1642	476	59	370
rna-XM_031566824.1	gene-LOC105890791	2532	25437	no	1634	473	59	366
rna-XM_012816870.2	gene-LOC105890791	2514	25437	no	1622	469	59	364
rna-XM_012816809.2	gene-LOC105890736	1095	20206	yes	702	187	20	186
rna-XM_012816738.2	gene-klhl11	2253	3435	yes	1463	395	27	368
rna-XM_012816857.2	gene-klhl10	1821	3638	yes	1193	324	30	274
rna-XM_012816856.2	gene-LOC105890780	873	4518	yes	566	170	19	118
rna-XM_012816895.2	gene-LOC105890809	1695	5562	yes	1093	299	35	268
rna-XM_012816769.2	gene-LOC105890705	1305	7881	yes	847	295	5	158
rna-XM_031566876.1	gene-adam11	2373	26999	yes	1531	449	24	369
rna-XM_012816795.2	gene-LOC105890726	1116	6047	yes	711	229	6	170
rna-XM_031566886.1	gene-stac2	1308	18914	yes	851	241	10	206
rna-XM_012816800.2	gene-fbxl20	1311	11149	yes	818	264	29	200
rna-XM_031566906.1	gene-cdk12	4182	23512	no	2668	710	29	775
rna-XM_031566895.1	gene-cdk12	4182	23512	yes	2668	710	29	775
rna-XM_031566912.1	gene-cdk12	4182	23172	no	2668	710	29	775
rna-XM_031566920.1	gene-cdk12	4182	22828	no	2668	710	29	775
rna-XM_031566925.1	gene-cdk12	4065	22042	no	2591	706	29	739
rna-XM_031566902.1	gene-cdk12	4182	22042	no	2668	710	29	775
rna-XM_031566898.1	gene-cdk12	4182	22042	no	2668	710	29	775
rna-XM_012816816.2	gene-neurod2	1236	2244	yes	800	197	5	234
rna-XM_031566957.1	gene-LOC105890797	426	19192	no	277	80	3	66
rna-XM_012816879.2	gene-LOC105890797	552	19190	yes	362	105	3	82
rna-XM_012816854.2	gene-stard3	1347	13252	yes	871	232	24	220
rna-XM_031566969.1	gene-stard3	1347	13252	no	871	232	24	220
rna-XM_012816766.2	gene-LOC105890701	735	6058	yes	462	166	7	100
rna-XM_012816852.2	gene-tcap	540	2397	yes	352	90	6	92
rna-XM_031567575.1	gene-prr29	720	3199	yes	482	108	8	122
rna-XM_031566981.1	gene-LOC105890699	2370	13971	yes	1528	443	39	360
rna-XM_012816878.2	gene-LOC105890796	1101	3646	yes	707	238	10	146
rna-XM_012816883.2	gene-LOC105890802	2076	13657	yes	1318	435	35	288
rna-XM_012816884.2	gene-LOC105890802	2076	13657	no	1318	435	35	288
rna-XM_031567007.1	gene-mrc2	4425	32076	yes	2892	812	41	680
rna-XM_031567019.1	gene-LOC105890732	720	18099	yes	462	123	8	127
rna-XM_012816794.2	gene-vat1	1482	18302	yes	978	272	19	213
rna-XM_012816761.2	gene-LOC105890696	1443	3018	yes	922	299	18	204
rna-XM_031567054.1	gene-LOC105890696	951	2563	no	610	198	14	129
rna-XM_012816826.2	gene-LOC105890753	3348	7254	yes	2125	627	32	564
rna-XM_012816827.2	gene-phb	816	5042	yes	507	150	17	142
rna-XM_012816824.2	gene-znf652	2184	16315	yes	1437	414	17	316
rna-XM_031567071.1	gene-znf652	2184	16315	no	1437	414	17	316
rna-XM_031567072.1	gene-znf652	2184	15839	no	1437	414	17	316
rna-XM_031567080.1	gene-phospho1	771	4710	yes	494	133	12	132
rna-XM_012816829.2	gene-natd1	333	5523	yes	212	70	7	44
rna-XM_012816889.2	gene-tmem11	564	3877	yes	356	101	8	99
rna-XM_012816890.2	gene-tmem11	510	3877	no	324	89	8	89
rna-XM_012816811.2	gene-dhrs7b	930	3500	yes	597	154	14	165
rna-XM_031567076.1	gene-dhrs7b	930	3359	no	597	154	14	165
rna-XM_012816757.2	gene-cramp1	3567	14591	yes	2298	542	31	696
rna-XM_012816865.2	gene-jpt2	633	7471	yes	418	86	5	124
rna-XM_031567138.1	gene-mapk8ip3	3924	24160	no	2544	711	52	617
rna-XM_031567122.1	gene-mapk8ip3	3954	24159	no	2564	719	52	619
rna-XM_031567131.1	gene-mapk8ip3	3942	24159	no	2555	716	52	619
rna-XM_031567134.1	gene-mapk8ip3	3924	24159	no	2544	713	52	615
rna-XM_031567151.1	gene-mapk8ip3	3885	24159	no	2521	707	52	605
rna-XM_031567110.1	gene-mapk8ip3	3969	24159	no	2575	717	52	625
rna-XM_031567103.1	gene-mapk8ip3	3987	24158	yes	2586	722	52	627
rna-XM_031567126.1	gene-mapk8ip3	3948	24158	no	2563	716	52	617
rna-XM_031567105.1	gene-mapk8ip3	3975	24158	no	2577	719	52	627
rna-XM_031567118.1	gene-mapk8ip3	3957	24158	no	2566	716	52	623
rna-XM_031567113.1	gene-mapk8ip3	3963	24158	no	2570	716	52	625
rna-XM_031567144.1	gene-mapk8ip3	3918	24158	no	2539	710	52	617
rna-XM_012816840.2	gene-nme3	510	7183	no	331	97	12	70
rna-XM_012816838.2	gene-nme3	543	6363	yes	351	105	10	77
rna-XM_012816836.2	gene-mrps34	816	2321	yes	521	160	13	122
rna-XM_031567192.1	gene-mrps34	660	2006	no	425	125	9	101
rna-XM_031567186.1	gene-mrps34	816	2006	no	525	156	11	124
rna-XM_031567195.1	gene-mrps34	660	2006	no	425	125	9	101
rna-XM_031567170.1	gene-LOC105890761	1065	6959	yes	691	190	11	173
rna-XM_012816834.2	gene-LOC105890761	1065	6771	no	691	190	11	173
rna-XM_031567175.1	gene-LOC105890761	1065	6383	no	691	190	11	173
rna-XM_012816841.2	gene-LOC105890766	459	2437	yes	299	56	17	87
rna-XM_012816835.2	gene-LOC105890763	744	16693	yes	497	137	5	105
rna-XM_012816897.2	gene-LOC105890811	540	2765	yes	346	100	10	84
rna-XM_031567252.1	gene-cacnb1	1872	33038	no	1203	340	25	304
rna-XM_031567236.1	gene-cacnb1	2001	33038	yes	1287	359	26	329
rna-XM_031567242.1	gene-cacnb1	1881	33037	no	1208	342	25	306
rna-XM_012816832.2	gene-LOC105890759	591	6161	yes	377	117	11	86
rna-XM_012816831.2	gene-LOC105890758	1077	10461	yes	684	200	11	182
rna-XM_031567272.1	gene-LOC105890757	1476	25940	yes	959	244	24	249
rna-XM_031567285.1	gene-eftud2	2913	13426	yes	1877	525	61	450
rna-XM_031567293.1	gene-LOC105890783	621	10555	yes	398	127	9	87
rna-XM_012816845.2	gene-LOC105890769	5481	51085	no	3604	947	132	798
rna-XM_012816846.2	gene-LOC105890769	5634	29723	yes	3698	983	134	819
rna-XM_012816783.2	gene-LOC105890718	561	3187	yes	374	100	7	80
rna-XM_031567341.1	gene-LOC105890803	3066	51119	yes	2007	492	22	545
rna-XM_031567355.1	gene-LOC105890803	3066	51018	no	2007	492	22	545
rna-XM_031567403.1	gene-LOC105890803	2880	50650	no	1882	457	20	521
rna-XM_031567364.1	gene-LOC105890803	3051	47918	no	1995	490	19	547
rna-XM_031567335.1	gene-LOC105890803	3066	50640	no	2007	492	22	545
rna-XM_031567377.1	gene-LOC105890803	2973	50640	no	1945	475	21	532
rna-XM_031567360.1	gene-LOC105890803	3060	50640	no	2003	491	22	544
rna-XM_031567373.1	gene-LOC105890803	3015	50639	no	1978	480	22	535
rna-XM_031567382.1	gene-LOC105890803	2967	50634	no	1942	477	22	526
rna-XM_031567388.1	gene-LOC105890803	2961	50634	no	1938	476	22	525
rna-XM_031567394.1	gene-LOC105890803	2880	50633	no	1890	468	22	500
rna-XM_031567408.1	gene-LOC105890803	2829	50632	no	1861	456	22	490
rna-XM_031567346.1	gene-LOC105890803	3066	37271	no	2007	492	22	545
rna-XM_031567327.1	gene-LOC105890785	3381	68421	no	2162	538	23	658
rna-XM_031567311.1	gene-LOC105890785	3390	68421	yes	2168	540	23	659
rna-XM_012816863.2	gene-LOC105890785	3390	68414	no	2168	540	23	659
rna-XM_012816862.2	gene-LOC105890785	3390	66360	no	2168	540	23	659
rna-XM_031567427.1	gene-cdc27	2373	16245	no	1529	442	36	366
rna-XM_012816867.2	gene-cdc27	2505	16244	no	1613	463	38	391
rna-XM_012816866.2	gene-cdc27	2508	16244	yes	1615	463	38	392
rna-XM_031568406.1	gene-LOC116220543	2514	3269	yes	1601	450	17	446
rna-XM_031567438.1	gene-LOC105890724	1335	115633	yes	874	218	40	203
rna-XM_031569207.1	gene-LOC105890687	894	2834	yes	578	118	7	191
rna-XM_031567444.1	gene-itga2b	3189	20712	yes	2053	563	46	527
rna-XM_012816751.2	gene-fam171a2	2694	51463	yes	1735	445	22	492
rna-XM_012816819.2	gene-LOC105890745	696	17034	yes	458	116	9	113
rna-XM_012816820.2	gene-LOC105890745	582	14334	no	375	105	9	93
rna-XM_031567468.1	gene-LOC105890684	1629	22612	yes	1049	310	25	245
rna-XM_012816750.2	gene-LOC105890684	1599	22612	no	1029	304	24	242
rna-XM_012816748.2	gene-LOC105890683	837	7213	yes	549	132	7	149
rna-XM_031567517.1	gene-LOC105890682	1401	10098	no	918	244	18	221
rna-XM_031567496.1	gene-LOC105890682	1665	10098	yes	1091	286	20	268
rna-XM_031567507.1	gene-LOC105890682	1665	9064	no	1091	286	20	268
rna-XM_031576744.1	gene-tex33	366	3952	yes	241	67	3	55
rna-XM_031576803.1	gene-tex33	366	3952	no	241	67	3	55
rna-XM_012816850.2	gene-LOC105890774	477	3531	yes	312	90	10	65
rna-XM_012816849.2	gene-LOC105890773	888	2698	yes	586	147	13	142
rna-XM_031576893.1	gene-LOC116222495	3837	4704	yes	2471	674	51	641
rna-XM_031569998.1	gene-LOC105890681	858	1728	yes	543	159	11	145
rna-XM_031567539.1	gene-mief1	1404	9679	yes	906	222	12	264
rna-XM_012816881.2	gene-LOC105890799	1215	5598	yes	794	196	23	202
rna-XM_012816882.2	gene-LOC105890801	1182	3225	yes	761	184	15	222
rna-XM_012816745.2	gene-LOC105890680	1401	5700	yes	892	253	17	239
rna-XM_031570800.1	gene-LOC105890675	495	2948	yes	323	74	9	89
rna-XM_031571556.1	gene-LOC105890756	3159	30466	yes	2028	583	60	488
rna-XM_031572431.1	gene-LOC105890750	1575	12055	yes	1003	288	26	258
rna-XM_031577034.1	gene-LOC105901287	669	6923	yes	436	114	8	111
rna-XM_031577118.1	gene-LOC105901288	675	4425	yes	434	127	18	96
rna-XM_031574043.1	gene-LOC105901289	3249	17941	yes	2081	601	62	505
rna-XM_031567600.1	gene-LOC116220503	636	2414	yes	407	128	10	91
rna-XM_031574788.1	gene-LOC105901290	3516	9573	yes	2245	659	24	588
rna-XM_012828736.2	gene-LOC105901304	2298	15030	no	1503	408	7	380
rna-XM_031567586.1	gene-LOC105901304	2337	15030	yes	1528	414	8	387
rna-XM_031575589.1	gene-LOC105901291	2646	16919	yes	1711	440	25	470
rna-XM_031567610.1	gene-LOC105901292	1335	30781	yes	871	227	32	205
rna-XM_012828734.2	gene-LOC105901301	708	3674	yes	441	127	1	139
rna-XM_031567634.1	gene-c1h10orf88	1104	10545	no	716	184	10	194
rna-XM_012828733.2	gene-c1h10orf88	1242	10544	yes	807	196	10	229
rna-XM_031567648.1	gene-LOC105901293	1434	34420	yes	930	222	37	245
rna-XM_012828728.2	gene-plekha1	1230	32804	yes	797	218	18	197
