transcript	gene	cds_length	mrna_length	is_longest	f0	f2	f3	f4
rna-XM_029835239.1	gene-tubgcp2	2817	6013	yes	1788	587	47	395
rna-XM_029835248.1	gene-LOC101070109	2511	8177	yes	1611	472	20	408
rna-XM_003961117.3	gene-LOC101069880	2289	7892	yes	1466	487	38	298
rna-XM_029843696.1	gene-LOC101069650	3123	23746	yes	1970	596	26	531
rna-XM_003961115.3	gene-LOC101069419	816	3104	yes	534	142	10	130
rna-XM_029841162.1	gene-LOC101069187	753	9666	no	491	128	14	120
rna-XM_003961114.3	gene-LOC101069187	825	9664	no	540	132	19	134
rna-XM_029841157.1	gene-LOC101069187	894	8591	yes	584	146	20	144
rna-XM_003961113.2	gene-LOC101068960	1254	2682	yes	804	224	21	205
rna-XM_029841186.1	gene-mapt	2133	16141	no	1392	315	22	404
rna-XM_029841178.1	gene-mapt	2175	17870	yes	1417	328	21	409
rna-XM_029841181.1	gene-mapt	2172	17870	no	1415	328	21	408
rna-XM_029841196.1	gene-mapt	2091	17870	no	1362	318	21	390
rna-XM_029841197.1	gene-mapt	2088	17869	no	1360	318	21	389
rna-XM_029841201.1	gene-mapt	2085	17869	no	1360	312	20	393
rna-XM_029841216.1	gene-mapt	2082	17869	no	1358	312	20	392
rna-XM_029841226.1	gene-mapt	2001	17868	no	1305	302	20	374
rna-XM_029841229.1	gene-mapt	1998	17868	no	1303	302	20	373
rna-XM_029841221.1	gene-mapt	2028	17867	no	1323	312	20	373
rna-XM_029841206.1	gene-mapt	2082	17865	no	1357	310	19	396
rna-XM_029841213.1	gene-mapt	2082	17865	no	1355	312	20	395
rna-XM_029841231.1	gene-mapt	1989	17858	no	1295	294	18	382
rna-XM_029841237.1	gene-mapt	1491	17855	no	973	225	19	274
rna-XM_029841239.1	gene-mapt	1488	17855	no	971	225	19	273
rna-XM_029841242.1	gene-mapt	1401	17853	no	916	209	18	258
rna-XM_029841248.1	gene-mapt	1398	17853	no	914	209	18	257
rna-XM_029841257.1	gene-mapt	1317	17852	no	861	199	18	239
rna-XM_029841251.1	gene-mapt	1344	17849	no	879	209	18	238
rna-XM_029841255.1	gene-mapt	1341	17849	no	877	209	18	237
rna-XM_029841267.1	gene-mapt	1170	17843	no	767	183	17	203
rna-XM_029841273.1	gene-mapt	1131	17833	no	739	165	15	212
rna-XM_011609351.2	gene-LOC101068512	3321	17361	yes	2121	583	33	584
rna-XM_029836513.1	gene-LOC101068512	3321	16824	no	2121	583	33	584
rna-XM_011609399.2	gene-LOC101068512	3318	15292	no	2119	582	33	584
rna-XM_011609294.2	gene-LOC101068512	3321	15291	no	2121	583	33	584
rna-XM_011609227.2	gene-LOC101068283	1311	25672	yes	856	215	33	207
rna-XM_003961110.3	gene-fam171a2	2490	5234	yes	1603	428	23	436
rna-XM_029851567.1	gene-grn	1989	7170	yes	1292	348	8	341
rna-XM_011609075.2	gene-grn	1989	4850	no	1292	348	8	341
rna-XM_011609021.2	gene-grn	1989	4834	no	1292	348	8	341
rna-XM_011613430.2	gene-LOC101067596	2823	5793	yes	1807	520	16	480
rna-XM_003961069.3	gene-LOC101077609	546	4096	yes	354	100	10	82
rna-XM_029843735.1	gene-LOC101067369	1602	6399	yes	1023	299	19	261
rna-XM_029841665.1	gene-LOC101067146	3849	30340	yes	2437	666	36	710
rna-XM_029841674.1	gene-LOC101067146	3837	26949	no	2431	662	36	708
rna-XM_029841679.1	gene-LOC101067146	3387	20789	no	2143	582	32	630
rna-XM_029841685.1	gene-LOC101067146	3387	20789	no	2143	582	32	630
rna-XM_029841688.1	gene-LOC101067146	3387	20789	no	2143	582	32	630
rna-XM_011608654.2	gene-LOC101066921	3144	12043	yes	1974	642	37	491
rna-XM_029835897.1	gene-ccr10	1164	4236	yes	746	195	16	207
rna-XM_029836339.1	gene-ccr10	1134	4000	no	725	191	16	202
rna-NM_001246292.1	gene-ccr10	1161	3778	no	744	195	16	206
rna-XM_003961068.3	gene-LOC101077384	633	2975	yes	410	124	9	90
rna-XM_011608504.2	gene-LOC101077384	537	2669	no	348	109	8	72
rna-XM_003961103.3	gene-LOC101066472	972	2958	yes	634	173	15	150
rna-XM_011608329.2	gene-LOC105417045	552	912	yes	360	107	10	75
rna-XM_011608385.2	gene-LOC105417045	552	901	no	360	107	10	75
rna-XM_011608183.2	gene-LOC101066245	1407	6081	yes	907	256	14	230
rna-XM_029837010.1	gene-LOC101066245	1407	6081	no	907	256	14	230
rna-XM_029837012.1	gene-LOC101066245	1404	6072	no	902	264	15	223
rna-XM_029836983.1	gene-LOC101066020	2403	7337	yes	1533	430	44	396
rna-XM_003961101.3	gene-LOC101066020	2391	7337	no	1525	428	44	394
rna-XM_003961100.2	gene-LOC101065795	1683	4509	yes	1078	288	34	283
rna-XM_003961067.3	gene-LOC101077154	1437	6797	yes	911	289	19	218
rna-XM_029843832.1	gene-LOC115251469	639	1170	yes	401	145	10	83
rna-XM_029846588.1	gene-LOC101066171	582	1221	yes	366	118	8	90
rna-XM_029846582.1	gene-LOC101066171	582	1191	no	366	118	8	90
rna-XM_003961066.3	gene-LOC101076929	1116	3905	yes	723	194	19	180
rna-XM_003961098.3	gene-LOC101065334	1803	6133	yes	1172	341	25	265
rna-XM_003961097.3	gene-LOC101065112	663	3333	yes	439	115	13	96
rna-XM_029834367.1	gene-LOC101065112	594	2799	no	394	104	13	83
rna-XM_029834270.1	gene-exoc7	2193	7856	yes	1394	444	51	304
rna-XM_029834289.1	gene-exoc7	2124	7856	no	1351	429	51	293
rna-XM_029834302.1	gene-exoc7	2100	7856	no	1335	428	50	287
rna-XM_029834274.1	gene-exoc7	2181	7856	no	1386	443	50	302
rna-XM_029834294.1	gene-exoc7	2112	7856	no	1343	428	50	291
rna-XM_029834308.1	gene-exoc7	2088	7856	no	1327	427	49	285
rna-XM_011607473.2	gene-exoc7	2154	7855	no	1371	436	50	297
rna-XM_003961063.3	gene-exoc7	2085	7855	no	1328	421	50	286
rna-XM_003961061.3	gene-exoc7	2142	7855	no	1363	435	49	295
rna-XM_003961065.3	gene-exoc7	2073	7855	no	1320	420	49	284
rna-XM_003961062.3	gene-exoc7	2049	7855	no	1304	419	48	278
rna-XM_029834325.1	gene-exoc7	2019	7855	no	1284	412	49	274
rna-XM_003961064.3	gene-exoc7	1980	7855	no	1261	404	48	267
rna-XM_029849666.1	gene-LOC101064894	1287	7512	yes	827	237	24	199
rna-XM_003961096.3	gene-LOC101064894	1212	4346	no	776	226	24	186
rna-XM_029849683.1	gene-LOC101064894	1212	4212	no	776	226	24	186
rna-XM_011607331.2	gene-LOC101075877	1284	4843	yes	837	242	28	177
rna-XM_029848723.1	gene-LOC101075877	1284	4843	no	837	242	28	177
rna-XM_029843458.1	gene-LOC101064673	1071	10118	yes	698	192	20	161
rna-XM_029843436.1	gene-LOC101079117	1443	3094	yes	935	231	17	260
rna-XM_029843440.1	gene-LOC446010	1182	4399	yes	749	193	20	220
rna-XM_029843444.1	gene-LOC446010	1182	4399	no	749	193	20	220
rna-XM_029843448.1	gene-LOC446010	1095	4344	no	692	179	20	204
rna-XM_029843763.1	gene-gprc5c	1293	5659	yes	841	203	23	226
rna-XM_011607216.2	gene-gprc5c	1248	5659	no	811	194	23	220
rna-XM_029836860.1	gene-LOC101079414	1440	5964	yes	925	295	27	193
rna-XM_029836855.1	gene-LOC101079414	1440	5950	no	925	295	27	193
rna-XM_029836870.1	gene-LOC101079414	1440	5939	no	925	295	27	193
rna-XM_029836895.1	gene-LOC445975	1389	8064	yes	897	254	15	223
rna-XM_029836899.1	gene-LOC445975	1365	8063	no	882	248	15	220
rna-XM_029836886.1	gene-LOC445974	1353	9304	no	872	244	13	224
rna-XM_029836880.1	gene-LOC445974	1419	8589	yes	915	255	13	236
rna-XM_029836909.1	gene-cep131	3738	12597	yes	2335	828	38	537
rna-XM_011607023.2	gene-cep131	3708	12596	no	2316	822	37	533
rna-XM_029836911.1	gene-cep131	3738	12595	no	2335	828	38	537
rna-XM_011606948.2	gene-LOC101063773	15123	24280	yes	9556	3086	188	2293
rna-XM_029836906.1	gene-LOC101063773	15123	24278	no	9556	3086	188	2293
rna-XM_029836931.1	gene-LOC105416874	672	1369	yes	418	128	8	118
rna-XM_011606880.2	gene-LOC105416874	621	1364	no	384	123	5	109
rna-XM_003961058.3	gene-nploc4	1875	7156	yes	1217	341	33	284
rna-XM_003961057.2	gene-pde6g	261	3634	yes	172	43	6	40
rna-XM_029841985.1	gene-pde6g	261	3634	no	172	43	6	40
rna-XM_029840993.1	gene-aatk	4962	25013	yes	3224	937	50	751
rna-XM_029841001.1	gene-aatk	4710	14589	no	3059	897	48	706
rna-XM_029840998.1	gene-aatk	4710	14589	no	3059	897	48	706
rna-XM_029841007.1	gene-aatk	4440	10661	no	2887	854	46	653
rna-XM_029841004.1	gene-aatk	4440	10660	no	2887	854	46	653
rna-XM_011606527.2	gene-LOC101063331	1623	25366	yes	1052	295	14	262
rna-XM_003961056.3	gene-chmp6	609	2406	yes	380	142	11	76
rna-XM_011606214.2	gene-LOC101074767	5040	12602	no	3246	908	97	789
rna-XM_003961055.3	gene-LOC101074767	5043	11012	yes	3248	909	97	789
rna-XM_029833073.1	gene-LOC101063108	1677	3114	yes	1048	341	20	268
rna-XM_011606286.2	gene-LOC101063108	1674	3113	no	1047	339	20	268
rna-XM_029833075.1	gene-c1h10orf88	1293	4884	yes	828	232	17	216
rna-XM_003961088.3	gene-c1h10orf88	1275	4881	no	815	229	16	215
rna-XM_029833074.1	gene-LOC101062667	1428	8882	yes	916	231	37	244
rna-XM_011605931.2	gene-LOC101074548	1239	9876	yes	810	214	20	195
rna-XM_011605990.2	gene-LOC101074548	1239	9852	no	810	214	20	195
rna-XM_029842358.1	gene-LOC101074548	1185	9852	no	765	211	20	189
rna-XM_029842351.1	gene-LOC101074548	1218	9852	no	786	219	20	193
rna-XM_029841622.1	gene-LOC101062448	3603	14898	yes	2319	675	30	579
rna-XM_029841631.1	gene-LOC115251005	300	1074	yes	193	53	5	49
rna-XM_029844280.1	gene-LOC101061995	3204	112140	yes	2071	540	58	535
rna-XM_003961085.3	gene-LOC101061995	3093	112140	no	1995	536	61	501
rna-XM_029844294.1	gene-LOC101061995	2955	28797	no	1909	491	50	505
rna-XM_029842563.1	gene-LOC105417851	2691	11659	yes	1718	448	18	507
rna-XM_029842579.1	gene-LOC105417851	2652	11658	no	1693	444	18	497
rna-XM_029842588.1	gene-LOC105417851	2625	11656	no	1675	444	19	487
rna-XM_029842583.1	gene-LOC105417851	2631	11653	no	1678	446	19	488
rna-XM_029842571.1	gene-LOC105417851	2691	11179	no	1718	448	18	507
rna-XM_029842594.1	gene-LOC105417851	2517	9928	no	1604	437	18	458
rna-XM_029842597.1	gene-LOC105417851	2478	9927	no	1579	433	18	448
rna-XM_029842600.1	gene-LOC101064220	1392	2481	yes	900	214	25	253
rna-XM_029839877.1	gene-LOC101075569	1740	19977	no	1121	341	34	244
rna-XM_003961137.2	gene-LOC101075569	2070	19812	yes	1325	414	39	292
rna-XM_003961202.3	gene-a1cf	1842	7162	yes	1187	314	20	321
rna-XM_029839885.1	gene-a1cf	1818	6086	no	1170	312	19	317
rna-XM_029839892.1	gene-a1cf	1695	6068	no	1093	293	20	289
rna-XM_029839888.1	gene-a1cf	1713	7160	no	1110	286	20	297
rna-XM_029839896.1	gene-LOC101075791	1119	3707	yes	722	212	16	169
rna-XM_029847839.1	gene-LOC105417877	2430	8193	no	1530	443	19	438
rna-XM_029847838.1	gene-LOC105417877	2436	8192	no	1534	442	20	440
rna-XM_029847822.1	gene-LOC105417877	2442	8190	yes	1538	444	20	440
rna-XM_029847845.1	gene-LOC105417877	2310	8188	no	1456	416	19	419
rna-XM_011614362.2	gene-LOC105417877	2334	8186	no	1472	428	19	415
rna-XM_029847848.1	gene-LOC105417877	2202	8185	no	1390	400	18	394
rna-XM_029847824.1	gene-LOC105417877	2442	7957	no	1538	444	20	440
rna-XM_029847830.1	gene-LOC105417877	2442	7162	no	1538	444	20	440
rna-XM_029847825.1	gene-LOC105417877	2442	7162	no	1538	444	20	440
rna-XM_029839641.1	gene-heatr1	6396	12525	yes	4012	1219	88	1077
rna-XM_029839643.1	gene-heatr1	6396	12496	no	4012	1219	88	1077
rna-XM_003961204.3	gene-LOC101071490	1005	3060	yes	636	165	11	193
rna-XM_029839662.1	gene-LOC101071711	1086	2388	yes	694	186	24	182
rna-XM_011614743.2	gene-LOC101071711	1086	2376	no	694	186	24	182
rna-XM_003961205.3	gene-LOC101071711	1086	2264	no	694	186	24	182
rna-XM_029850024.1	gene-stxbp4	2046	14697	no	1288	397	27	334
rna-XM_029850019.1	gene-stxbp4	2049	14696	yes	1290	398	27	334
rna-XM_029850033.1	gene-stxbp4	1845	14696	no	1164	357	23	301
rna-XM_029850030.1	gene-stxbp4	1986	13947	no	1250	386	26	324
rna-XM_011602416.2	gene-stxbp4	1986	13887	no	1250	386	26	324
rna-XM_029850035.1	gene-stxbp4	1659	12421	no	1048	319	19	273
rna-XM_003961140.3	gene-LOC101076015	900	9672	yes	572	178	10	140
rna-XM_029825365.1	gene-LOC101072158	435	2153	yes	270	74	4	87
rna-XM_029851425.1	gene-ankfn1	3852	19267	no	2454	692	37	669
rna-XM_029851377.1	gene-ankfn1	4281	19011	yes	2724	768	39	750
rna-XM_029851472.1	gene-ankfn1	3378	10232	no	2156	622	36	564
rna-XM_011618365.2	gene-LOC101071244	1479	3261	no	932	251	7	289
rna-XM_003977230.3	gene-LOC101071244	1524	3227	yes	960	270	9	285
rna-XM_029851634.1	gene-LOC101071475	801	3321	yes	521	145	10	125
rna-XM_029825290.1	gene-LOC101071475	516	2677	no	341	90	8	77
rna-XM_029825255.1	gene-LOC101071475	801	2475	no	521	145	10	125
rna-XM_011618367.2	gene-LOC101071700	1641	4416	yes	1044	327	19	251
rna-XM_029825540.1	gene-LOC101071700	1464	4403	no	931	287	16	230
rna-XM_029849430.1	gene-LOC101071922	681	1718	yes	456	121	6	98
rna-XM_029849416.1	gene-LOC115252937	738	10906	yes	495	129	6	108
rna-XM_029849418.1	gene-LOC115252937	738	7968	no	495	129	6	108
rna-XM_029849414.1	gene-LOC115252937	738	2376	no	495	129	6	108
rna-XM_029849424.1	gene-LOC115252937	738	1748	no	495	129	6	108
rna-XM_029849399.1	gene-LOC101076397	738	6785	yes	495	129	6	108
rna-XM_029849396.1	gene-LOC101076397	738	4407	no	495	129	6	108
rna-XM_003961141.2	gene-LOC101076397	738	2169	no	495	129	6	108
rna-XM_029849406.1	gene-LOC101076397	738	1639	no	495	129	6	108
rna-XM_003961208.3	gene-LOC101072604	2256	5981	yes	1463	407	40	346
rna-XM_003961142.3	gene-lect2	456	1654	yes	288	82	7	79
rna-XM_003961209.3	gene-bbs1	1743	3118	yes	1106	321	26	290
rna-XM_011615267.2	gene-LOC101073051	3735	10335	yes	2335	848	45	507
rna-XM_011615369.2	gene-LOC101073051	3705	10335	no	2318	842	45	500
rna-XM_011615322.2	gene-LOC101073051	3735	10335	no	2335	848	45	507
rna-XM_011615496.2	gene-LOC101073274	1395	6123	no	893	225	22	255
rna-XM_011615451.2	gene-LOC101073274	1395	6123	yes	893	225	22	255
rna-XM_029839396.1	gene-LOC101073502	978	3641	yes	606	205	12	155
rna-XM_029839404.1	gene-LOC101073502	951	2895	no	593	190	13	155
rna-XM_029839401.1	gene-LOC101073502	954	2895	no	595	191	13	155
rna-XM_029839415.1	gene-LOC101073502	882	2877	no	548	181	11	142
rna-XM_029839408.1	gene-LOC101073502	885	2824	no	550	182	11	142
rna-XM_029839427.1	gene-LOC115250538	915	1069	yes	564	198	8	145
rna-XM_011615558.2	gene-LOC101076860	2085	30009	no	1352	399	35	299
rna-XM_029839372.1	gene-LOC101076860	2088	30009	yes	1354	400	35	299
rna-XM_011615646.2	gene-LOC101076860	2040	30008	no	1323	391	34	292
rna-XM_003961143.3	gene-LOC101076860	2043	30008	no	1325	392	34	292
rna-XM_011615707.2	gene-LOC101076860	1956	7256	no	1276	380	34	266
rna-XM_003961144.3	gene-LOC101076860	1911	7254	no	1247	372	33	259
rna-XM_003961145.3	gene-clrn3	696	2269	yes	448	122	11	115
rna-XM_003961146.2	gene-foxi2	1119	1768	yes	722	210	12	175
rna-XM_029833140.1	gene-dock1	5322	121583	no	3428	1057	103	734
rna-XM_003961213.3	gene-dock1	5604	121582	no	3607	1106	104	787
rna-XM_029833130.1	gene-dock1	5664	121582	yes	3643	1119	106	796
rna-XM_029846503.1	gene-c1h10orf90	2520	11236	yes	1587	480	26	427
rna-XM_029846495.1	gene-c1h10orf90	2520	11230	no	1587	480	26	427
rna-XM_011616184.2	gene-LOC101073949	2859	59843	yes	1842	500	31	486
rna-XM_029839694.1	gene-dhx32	2202	5007	yes	1414	421	37	330
rna-XM_003961147.3	gene-bccip	915	2186	yes	599	191	16	109
rna-XM_011616371.2	gene-uros	786	2651	yes	496	143	12	135
rna-XM_003961148.3	gene-uros	786	2467	no	496	143	12	135
rna-XM_011616467.2	gene-uros	786	2353	no	496	143	12	135
rna-XM_011616414.2	gene-uros	786	2114	no	496	143	12	135
rna-XM_011616249.2	gene-mmp21	1998	3387	yes	1279	384	26	309
rna-XM_011616598.2	gene-ctbp2	1338	68853	yes	855	223	28	232
rna-XM_011616673.2	gene-ctbp2	1221	67360	no	780	210	27	204
rna-XM_029840467.1	gene-ctbp2	1302	16502	no	836	213	27	226
rna-XM_011616757.2	gene-LOC777963	1827	2561	yes	1188	276	12	351
rna-XM_011616954.2	gene-zranb1	2145	11378	yes	1383	422	31	309
rna-XM_003961149.3	gene-zranb1	2145	11377	no	1383	422	31	309
rna-XM_003961218.3	gene-hpdl	1320	2310	yes	837	269	22	192
rna-XM_003961150.3	gene-fam53b	1236	10119	yes	804	216	13	203
rna-XM_011617152.2	gene-lhpp	816	16534	no	520	159	8	129
rna-XM_029835707.1	gene-lhpp	960	7280	yes	612	196	11	141
rna-XM_003961151.3	gene-oat	1332	5378	yes	861	222	26	223
rna-XM_029844150.1	gene-LOC105418261	1377	10712	yes	881	301	28	167
rna-XM_011617349.2	gene-chst15	1632	23548	yes	1042	321	26	243
rna-XM_029845913.1	gene-chst15	1632	23548	no	1042	321	26	243
rna-XM_029845910.1	gene-chst15	1632	23097	no	1042	321	26	243
rna-XM_003961221.3	gene-cpxm2	2184	16944	yes	1424	398	39	323
rna-XM_029851119.1	gene-cpxm2	1929	16300	no	1263	343	36	287
rna-XM_003961222.2	gene-LOC101075721	1032	7831	yes	659	181	22	170
rna-XM_011617424.2	gene-LOC105418289	981	10737	yes	628	188	22	143
rna-XM_011617498.2	gene-bub3	981	3194	yes	640	179	14	148
rna-XM_003961153.2	gene-LOC101079043	870	1891	yes	551	175	8	136
rna-XM_029839841.1	gene-acadsb	1302	3613	yes	857	220	31	194
rna-XM_003961224.3	gene-LOC101076174	1239	2248	yes	810	247	16	166
rna-XM_003961154.3	gene-pstk	1050	1733	yes	678	207	15	150
rna-XM_029844157.1	gene-LOC101076398	2463	6262	yes	1591	466	30	376
rna-XM_011617901.2	gene-LOC101076628	2268	17017	no	1466	442	27	333
rna-XM_029840637.1	gene-LOC101076628	2307	16445	yes	1486	454	27	340
rna-XM_003961227.2	gene-LOC101076861	1890	8829	yes	1205	361	26	298
rna-XM_003961228.2	gene-slc18a3	1569	2356	yes	1013	255	35	266
rna-XM_011618021.2	gene-ghitm	1047	4519	yes	680	153	19	195
rna-XM_029845624.1	gene-ghitm	1047	4511	no	680	153	19	195
rna-XM_003961156.2	gene-LOC101079724	2589	10258	yes	1682	435	63	409
rna-XM_003961229.3	gene-lrit2	1680	2410	yes	1070	317	41	252
rna-XM_003961157.2	gene-lrit1	1950	3235	yes	1250	322	41	337
rna-XM_003961230.3	gene-LOC101077540	882	3687	yes	585	151	16	130
rna-XM_029844632.1	gene-LOC101077540	882	3540	no	585	151	16	130
rna-XM_029844626.1	gene-chst3	1308	5747	no	834	242	20	212
rna-XM_003961231.3	gene-chst3	1308	5747	yes	834	242	20	212
rna-XM_029847852.1	gene-pax2	1221	23597	yes	777	213	18	213
rna-XM_029847856.1	gene-pax2	1209	23597	no	770	211	18	210
rna-XM_029847859.1	gene-pax2	1176	23596	no	748	205	16	207
rna-XM_003961158.3	gene-pax2	1164	23595	no	741	203	16	204
rna-XM_011618487.2	gene-fbxl15	879	2369	yes	540	196	10	133
rna-XM_003961161.3	gene-LOC101061541	393	1378	yes	257	76	9	51
rna-XM_003961160.3	gene-ndufb8	609	1906	yes	399	117	4	89
rna-XM_029837569.1	gene-LOC101073109	3627	11045	yes	2354	618	54	601
rna-XM_029837573.1	gene-LOC101073109	3618	11045	no	2348	617	53	600
rna-XM_029837575.1	gene-LOC101073109	3579	11045	no	2322	608	53	596
rna-XM_011614011.2	gene-LOC777946	1002	5173	yes	646	194	18	144
rna-NM_001078577.1	gene-LOC777946	1002	2883	no	646	194	17	145
rna-XM_003961162.3	gene-dnajb12	1101	3770	yes	700	236	14	151
rna-XM_003961163.3	gene-ddit4	681	1692	yes	427	127	8	119
rna-XM_029826403.1	gene-anapc16	327	1254	no	212	57	2	56
rna-XM_003961164.3	gene-anapc16	327	1421	yes	212	57	2	56
rna-XM_011618975.2	gene-anapc16	327	1360	no	212	57	2	56
rna-XM_011618857.2	gene-ascc1	1068	8177	yes	683	217	21	147
rna-XM_029847548.1	gene-spock2	1245	24735	yes	818	246	12	169
rna-XM_003961166.2	gene-LOC101062668	867	2806	yes	566	168	19	114
rna-XM_011619277.2	gene-lrrc20	522	2022	yes	331	99	12	80
rna-XM_011619323.2	gene-lrrc20	522	1735	no	331	99	12	80
rna-XM_003961235.3	gene-lrrc20	522	1734	no	331	99	12	80
rna-XM_003961167.3	gene-nodal	1197	3106	yes	750	246	10	191
rna-XM_029841042.1	gene-pald1	2610	32191	no	1685	519	40	366
rna-XM_011619510.2	gene-pald1	2610	29450	no	1685	519	40	366
rna-XM_011619562.2	gene-pald1	2610	28999	no	1685	519	40	366
rna-XM_003961168.3	gene-pald1	2685	28406	yes	1733	536	40	376
rna-XM_003961236.3	gene-adamts14	3708	31436	yes	2415	680	51	562
rna-XM_029847601.1	gene-adamts14	3699	31436	no	2408	679	51	561
rna-XM_029847607.1	gene-LOC101079121	837	3259	yes	539	154	15	129
rna-XM_029844569.1	gene-tbata	954	4844	yes	613	179	9	153
rna-XM_003961238.3	gene-LOC101079349	1320	6180	yes	860	221	39	200
rna-XM_003961239.3	gene-polr3a	4173	12175	yes	2659	800	94	620
rna-XM_003961169.3	gene-zmiz1	3207	80620	yes	2109	547	23	528
rna-XM_029836967.1	gene-zmiz1	3207	80620	no	2109	547	23	528
rna-XM_029836973.1	gene-zmiz1	3207	56930	no	2109	547	23	528
rna-XM_029836976.1	gene-zmiz1	2826	15735	no	1866	474	20	466
rna-XM_003961171.3	gene-LOC101063710	582	1961	yes	378	102	10	92
rna-XM_003961240.3	gene-LOC101079802	693	9190	yes	446	147	8	92
rna-XM_029842936.1	gene-LOC101079802	693	9177	no	446	147	8	92
rna-XM_029842943.1	gene-LOC101079802	630	8493	no	404	133	7	86
rna-XM_003961172.3	gene-LOC101063934	1473	7509	yes	961	222	21	269
rna-XM_011620036.2	gene-LOC101063934	1473	7322	no	961	222	21	269
rna-XM_029842930.1	gene-LOC101063934	1473	6870	no	961	222	21	269
rna-XM_029842925.1	gene-LOC101063934	1473	4898	no	961	222	21	269
rna-XM_011620175.2	gene-LOC101064158	5928	19965	yes	3776	1213	85	854
rna-XM_029842826.1	gene-LOC101064381	3798	54670	yes	2446	717	87	548
rna-XM_029842841.1	gene-LOC101064381	3705	54670	no	2387	700	84	534
rna-XM_029842837.1	gene-LOC101064381	3789	54670	no	2441	714	86	548
rna-XM_029842883.1	gene-LOC101064381	3696	54670	no	2382	697	83	534
rna-XM_029842831.1	gene-LOC101064381	3798	54670	no	2444	716	86	552
rna-XM_029842896.1	gene-LOC101064381	3705	54670	no	2385	699	83	538
rna-XM_029842846.1	gene-LOC101064381	3669	54669	no	2362	692	84	531
rna-XM_029842868.1	gene-LOC101064381	3576	54669	no	2303	675	81	517
rna-XM_029842855.1	gene-LOC101064381	3624	54669	no	2330	688	86	520
rna-XM_029842888.1	gene-LOC101064381	3567	54669	no	2298	672	80	517
rna-XM_029842861.1	gene-LOC101064381	3615	54669	no	2325	685	85	520
rna-XM_029842902.1	gene-LOC101064381	3576	54669	no	2301	674	80	521
rna-XM_029842872.1	gene-LOC101064381	3507	53876	no	2243	683	80	501
rna-XM_029842878.1	gene-LOC101064381	3159	27787	no	2022	618	73	446
rna-XM_003961174.3	gene-LOC101064608	1695	2540	yes	1101	255	9	330
rna-XM_011620514.2	gene-LOC101064827	666	2852	no	426	127	16	97
rna-XM_029842990.1	gene-LOC101064827	768	2448	yes	491	142	20	115
rna-XM_003961177.3	gene-LOC101065268	852	2808	yes	561	136	11	144
rna-XM_011620405.2	gene-LOC101065268	852	2806	no	561	136	11	144
rna-XM_029843015.1	gene-samd8	1227	2863	no	798	214	19	196
rna-XM_003961176.3	gene-samd8	1227	2950	yes	798	214	19	196
rna-XM_029843018.1	gene-LOC101080027	657	1466	yes	423	107	6	121
rna-XM_029843020.1	gene-LOC101080027	579	1466	no	372	102	5	100
rna-XM_029843047.1	gene-LOC115251302	561	1721	yes	349	121	10	81
rna-XM_029843039.1	gene-LOC115251298	603	4124	yes	387	112	7	97
rna-XM_029843030.1	gene-LOC101061246	570	1496	no	355	112	7	96
rna-XM_029843025.1	gene-LOC101061246	609	1242	yes	379	129	9	92
rna-XM_011620808.2	gene-LOC101065724	615	2480	yes	397	116	9	93
rna-XM_029834021.1	gene-kat6b	6363	21268	yes	4124	1193	69	977
rna-XM_011620723.2	gene-kat6b	6363	19811	no	4124	1193	69	977
rna-XM_029834031.1	gene-kat6b	5460	19792	no	3546	1045	64	805
rna-XM_029834025.1	gene-kat6b	6363	19467	no	4124	1193	69	977
rna-XM_011620974.2	gene-LOC101066176	1068	82970	no	697	200	14	157
rna-XM_011620935.2	gene-LOC101066176	1134	82953	yes	735	217	22	160
rna-XM_003961181.3	gene-LOC101066176	1038	81386	no	674	198	22	144
rna-XM_003961182.3	gene-vcl	3204	19100	no	2082	539	56	527
