transcript	gene	cds_length	mrna_length	is_longest	f0	f2	f3	f4
rna-XM_004065541.4	gene-LOC101174244	1440	20863	yes	931	284	25	200
rna-XM_004065543.4	gene-pus10	1608	7260	no	1020	319	24	245
rna-XM_011482519.3	gene-pus10	1686	7260	yes	1071	327	27	261
rna-XM_004065544.2	gene-cct4	1611	7621	yes	1034	253	44	280
rna-XM_004065619.4	gene-fam161a	2319	8244	yes	1469	515	15	320
rna-XM_020707281.1	gene-fam161a	2112	8002	no	1338	475	15	284
rna-XM_023954487.1	gene-LOC101175126	3201	18747	yes	2070	624	69	438
rna-XM_023954496.1	gene-usp34	10995	49120	yes	7107	2076	146	1666
rna-XM_023954503.1	gene-usp34	10956	49120	no	7082	2072	146	1656
rna-XM_004065621.4	gene-LOC101174245	4728	18848	yes	3025	838	80	785
rna-XM_011482863.3	gene-LOC101174245	4725	18847	no	3023	837	80	785
rna-XM_004065546.4	gene-LOC101175372	756	3419	yes	485	144	6	121
rna-XM_020707562.2	gene-LOC101174723	612	9016	yes	399	119	12	82
rna-XM_023954536.1	gene-LOC101174723	612	8779	no	399	119	12	82
rna-XM_023954525.1	gene-LOC101174975	2061	21333	no	1301	436	17	307
rna-XM_023954514.1	gene-LOC101174975	2067	21333	yes	1305	437	17	308
rna-XM_023954515.1	gene-LOC101174975	2067	21327	no	1305	437	17	308
rna-XM_023954545.1	gene-LOC111947394	753	9034	no	484	117	7	145
rna-XM_023954543.1	gene-LOC111947394	759	9032	yes	488	117	7	147
rna-XM_023956979.1	gene-LOC101175215	3603	19833	yes	2353	685	67	498
rna-XM_023954558.1	gene-LOC110016076	897	9083	yes	580	139	12	166
rna-XM_023954550.1	gene-LOC101154755	3579	19547	yes	2332	696	68	483
rna-XM_020707670.2	gene-LOC101155004	2487	12737	yes	1614	478	9	386
rna-XM_011483146.3	gene-LOC101155004	2487	6306	no	1614	478	9	386
rna-XM_004065547.4	gene-LOC101175621	645	3018	yes	426	105	5	109
rna-XM_011483496.3	gene-LOC101155251	2466	11115	yes	1572	471	21	402
rna-XM_011483592.3	gene-LOC101155251	2466	10660	no	1572	471	21	402
rna-XM_011483548.3	gene-LOC101155251	2466	10660	no	1572	471	21	402
rna-XM_020708158.2	gene-LOC101155489	1818	6979	yes	1155	379	7	277
rna-XM_011483706.3	gene-LOC101155489	1818	5378	no	1155	379	7	277
rna-XM_011483664.3	gene-LOC101155489	1818	5320	no	1155	379	7	277
rna-XM_004065548.4	gene-anapc11	255	3085	yes	175	52	3	25
rna-XM_004065549.4	gene-LOC101155165	504	1486	yes	315	101	9	79
rna-XM_023954602.1	gene-p4hb	1536	13079	yes	1003	294	25	214
rna-XM_011484063.3	gene-LOC101156223	2292	23287	yes	1466	419	30	377
rna-XM_011484106.3	gene-LOC101156223	2181	23234	no	1397	400	30	354
rna-XM_011484153.3	gene-LOC101156223	2088	14415	no	1333	381	31	343
rna-XM_020708483.2	gene-LOC101156223	1977	14413	no	1264	362	31	320
rna-XM_004065631.4	gene-LOC101156223	1908	13072	no	1221	347	30	310
rna-XM_011484208.3	gene-LOC101156223	1917	13037	no	1225	351	30	311
rna-XM_023954643.1	gene-rptor	4119	175745	no	2638	753	69	659
rna-XM_023954642.1	gene-rptor	4119	175745	no	2638	753	69	659
rna-XM_023954647.1	gene-rptor	4026	175745	no	2587	722	66	651
rna-XM_023954645.1	gene-rptor	4074	175745	no	2615	734	67	658
rna-XM_023954644.1	gene-rptor	4095	175745	no	2626	743	68	658
rna-XM_020706919.2	gene-rptor	4143	175745	yes	2654	755	69	665
rna-XM_023954640.1	gene-rptor	4143	175179	no	2654	756	69	664
rna-XM_004065550.3	gene-nptx1	1272	3638	yes	819	238	17	198
rna-XM_020708937.2	gene-LOC101156944	3507	13006	yes	2248	658	52	549
rna-XM_020708972.2	gene-LOC101156944	3504	13006	no	2246	658	52	548
rna-XM_020709001.1	gene-LOC101156944	2712	10082	no	1728	528	46	410
rna-XM_011485221.2	gene-LOC101157185	1959	9612	yes	1258	379	22	300
rna-XM_020709099.2	gene-LOC101157185	1932	9611	no	1240	377	22	293
rna-XM_020709078.2	gene-LOC101157185	1959	9591	no	1258	379	22	300
rna-XM_023954673.1	gene-LOC111946281	1632	8192	yes	1048	325	14	245
rna-XM_023954679.1	gene-dgke	1731	7392	yes	1123	300	19	289
rna-XM_023954681.1	gene-dgke	1686	5960	no	1087	305	19	275
rna-XM_004065552.3	gene-c1h17orf67	273	3728	yes	170	63	1	39
rna-XM_004065638.4	gene-cbx8	1005	2237	yes	641	203	10	151
rna-XM_004065639.3	gene-cbx4	1626	4076	yes	1036	323	17	250
rna-XM_023954704.1	gene-card14	2916	16352	no	1834	591	44	447
rna-XM_023954700.1	gene-card14	2919	16352	yes	1836	592	44	447
rna-XM_020709457.2	gene-ccdc40	2835	11575	no	1789	628	40	378
rna-XM_011485580.3	gene-ccdc40	2853	11574	yes	1800	632	40	381
rna-XM_011485739.3	gene-LOC101158917	3180	32506	no	2060	554	34	532
rna-XM_011485645.3	gene-LOC101158917	3186	32506	yes	2063	557	34	532
rna-XM_023954716.1	gene-LOC101158917	3186	26842	no	2063	557	34	532
rna-XM_011491617.1	gene-LOC101159165	861	860	yes	559	135	17	150
rna-XM_020709766.2	gene-axin2	2376	58131	yes	1539	437	28	372
rna-XM_011485870.3	gene-axin2	2376	14481	no	1539	437	28	372
rna-XM_011485829.3	gene-axin2	2376	13930	no	1539	437	28	372
rna-XM_011485933.3	gene-axin2	2115	10159	no	1362	387	28	338
rna-XM_011486140.3	gene-LOC101159414	6057	54044	yes	3865	1124	63	1005
rna-XM_011486019.3	gene-LOC101156384	1743	12196	yes	1126	265	47	305
rna-XM_020710110.2	gene-exosc9	1119	5609	no	725	208	21	165
rna-XM_004065554.4	gene-exosc9	1284	4272	yes	828	246	25	185
rna-XM_011486321.3	gene-LOC101159642	1947	9548	no	1273	384	19	271
rna-XM_011486272.3	gene-LOC101159642	1947	9548	yes	1273	384	19	271
rna-XM_020710038.2	gene-LOC101159642	1947	9548	no	1273	384	19	271
rna-XM_011486392.2	gene-scoc	243	3403	yes	157	53	3	30
rna-XM_011486445.2	gene-scoc	243	2892	no	157	53	3	30
rna-XM_023954746.1	gene-maml3	3438	136614	yes	2280	528	22	608
rna-XM_004065556.4	gene-naa15	2595	12049	yes	1650	575	35	335
rna-XM_011486936.3	gene-LOC101160137	1467	23564	no	960	203	8	296
rna-XM_020710381.2	gene-LOC101160137	1533	23559	no	1003	211	8	311
rna-XM_004065647.4	gene-LOC101160137	1533	23559	yes	1003	211	8	311
rna-XM_020710476.2	gene-LOC101157346	465	2307	yes	297	94	5	69
rna-XM_023954755.1	gene-elf2	2055	18119	yes	1345	306	31	373
rna-XM_023954775.1	gene-elf2	2052	18119	no	1343	305	31	373
rna-XM_023954757.1	gene-elf2	2055	18119	no	1345	306	31	373
rna-XM_023954761.1	gene-elf2	2055	16481	no	1345	306	31	373
rna-XM_023954765.1	gene-elf2	2055	16481	no	1345	306	31	373
rna-XM_023954787.1	gene-elf2	1767	10607	no	1153	259	30	325
rna-XM_023954779.1	gene-elf2	1800	7090	no	1174	265	31	330
rna-XM_011487234.3	gene-noct	1167	15886	no	744	217	11	195
rna-XM_011487183.3	gene-noct	1167	15886	no	744	217	11	195
rna-XM_004065558.4	gene-noct	1167	15886	no	744	217	11	195
rna-XM_020710617.2	gene-noct	1188	5126	no	760	219	11	198
rna-XM_011487084.3	gene-noct	1191	5121	yes	762	220	11	198
rna-XM_020710529.2	gene-LOC105357190	2211	4234	yes	1349	519	16	327
rna-XM_004065649.4	gene-LOC101160625	3438	17496	yes	2207	625	29	577
rna-XM_011487403.3	gene-LOC101160625	3429	11105	no	2198	635	32	564
rna-XM_020710862.2	gene-LOC101160876	1590	12781	no	1004	283	24	279
rna-XM_020710836.2	gene-LOC101160876	1590	12781	no	1004	283	24	279
rna-XM_020710801.2	gene-LOC101160876	1590	12781	yes	1004	283	24	279
rna-XM_020710892.2	gene-LOC101160876	1587	12778	no	1002	283	24	278
rna-XM_011487482.3	gene-LOC101160876	1515	12769	no	956	273	23	263
rna-XM_011487571.3	gene-LOC101160876	1512	12768	no	954	273	23	262
rna-XM_023954851.1	gene-dctd	570	7160	yes	373	111	11	75
rna-XM_023954877.1	gene-LOC101157835	8268	324489	no	5322	1507	137	1302
rna-XM_023954876.1	gene-LOC101157835	8289	324489	no	5334	1516	137	1302
rna-XM_023954872.1	gene-LOC101157835	8316	324489	no	5351	1522	138	1305
rna-XM_023954871.1	gene-LOC101157835	8325	324489	no	5357	1524	138	1306
rna-XM_023954869.1	gene-LOC101157835	8454	324489	no	5442	1543	139	1330
rna-XM_023954867.1	gene-LOC101157835	8475	324489	no	5454	1552	139	1330
rna-XM_023954860.1	gene-LOC101157835	8502	324489	no	5471	1558	140	1333
rna-XM_023954863.1	gene-LOC101157835	8490	324489	no	5465	1551	140	1334
rna-XM_023954858.1	gene-LOC101157835	8511	324489	yes	5477	1560	140	1334
rna-XM_023954880.1	gene-LOC101157835	7920	191921	no	5094	1453	135	1238
rna-XM_023958746.1	gene-vegfc	1239	80308	yes	788	266	13	172
rna-NM_001278873.1	gene-vegfc	1200	78254	no	765	259	13	163
rna-XM_004065653.4	gene-LOC101162339	1653	5801	yes	1067	322	14	250
rna-XM_023954896.1	gene-LOC101162573	5112	29950	no	3309	927	35	841
rna-XM_023954898.1	gene-LOC101162573	5088	29949	no	3293	925	35	835
rna-XM_023954889.1	gene-LOC101162573	5160	29948	yes	3341	931	35	853
rna-XM_023954894.1	gene-LOC101162573	5157	29948	no	3339	931	35	852
rna-XM_023954897.1	gene-LOC101162573	5100	29948	no	3302	921	35	842
rna-XM_023954901.1	gene-LOC101162573	4728	20507	no	3068	861	30	769
rna-XM_023954903.1	gene-LOC101162573	4728	20503	no	3068	861	30	769
rna-XM_023954931.1	gene-LOC101162809	1707	11556	yes	1104	301	33	269
rna-XM_023954927.1	gene-LOC101162809	1707	9626	no	1104	301	33	269
rna-XM_004065656.4	gene-LOC101163053	1176	3063	yes	751	246	22	157
rna-XM_011488166.3	gene-LOC101163297	2256	40069	no	1457	336	33	430
rna-XM_011488109.3	gene-LOC101163297	2274	39696	yes	1470	340	33	431
rna-XM_023954947.1	gene-LOC101163545	1407	8955	no	902	268	25	212
rna-XM_023954942.1	gene-LOC101163545	1407	8955	yes	902	268	25	212
rna-XM_004065561.4	gene-LOC101158504	333	1218	yes	214	69	7	43
rna-XM_023958566.1	gene-LOC111947908	1563	3343	yes	1015	304	23	221
rna-XM_011488553.3	gene-LOC101163788	3777	167266	yes	2419	697	52	609
rna-XM_023954909.1	gene-LOC101164279	3543	262967	yes	2279	677	63	524
rna-XM_023954973.1	gene-LOC111947447	2058	4503	yes	1324	409	35	290
rna-XM_023954978.1	gene-LOC111947447	1620	4503	no	1050	312	28	230
rna-XM_023954977.1	gene-LOC111947447	1731	2515	no	1108	343	28	252
rna-XM_023954999.1	gene-LOC101166281	1776	63699	yes	1140	303	25	308
rna-XM_023955001.1	gene-LOC101166281	1728	47501	no	1110	294	26	298
rna-XM_004065662.4	gene-LOC101166531	3483	93905	no	2243	650	53	537
rna-XM_020712191.2	gene-LOC101166531	3444	93905	no	2221	641	53	529
rna-XM_020712136.2	gene-LOC101166531	3528	93905	yes	2274	658	53	543
rna-XM_023954995.1	gene-LOC101166531	3135	40755	no	2026	578	42	489
rna-XM_011493555.3	gene-stn1	1065	6432	no	685	200	21	159
rna-XM_011493485.3	gene-stn1	1065	6120	no	685	200	21	159
rna-XM_020712321.2	gene-stn1	1080	5788	yes	696	202	21	161
rna-XM_011493518.3	gene-stn1	930	4465	no	601	173	19	137
rna-XM_004065759.3	gene-LOC101170491	2916	25152	yes	1863	633	40	380
rna-XM_011493315.3	gene-col17a1	4269	27174	no	2760	585	36	888
rna-XM_011493361.3	gene-col17a1	4245	27174	no	2744	582	36	883
rna-XM_011493273.3	gene-col17a1	4311	27174	yes	2787	590	36	898
rna-XM_023955019.1	gene-LOC101167016	294	1201	yes	196	53	2	43
rna-XM_004065664.3	gene-dtd1	624	15794	yes	401	124	8	91
rna-XM_023955010.1	gene-dtd1	534	13149	no	342	114	3	75
rna-XM_011493861.3	gene-slc24a3	1998	58849	yes	1281	344	38	335
rna-XM_004065762.4	gene-rin2	2964	28751	no	1889	535	29	511
rna-XM_020712616.2	gene-rin2	2697	15714	no	1723	486	26	462
rna-XM_020712547.2	gene-rin2	2991	17653	yes	1905	545	29	512
rna-XM_023955034.1	gene-LOC101171468	2934	11762	yes	1835	612	41	446
rna-XM_023955049.1	gene-LOC101171724	3021	109361	no	1929	521	39	532
rna-XM_023955036.1	gene-LOC101171724	3129	108707	no	1996	541	40	552
rna-XM_023955046.1	gene-LOC101171724	3024	108697	no	1931	521	39	533
rna-XM_020712729.2	gene-LOC101171724	3132	108689	yes	1998	541	40	553
rna-XM_023955053.1	gene-LOC101171724	2967	108681	no	1896	505	39	527
rna-XM_023955044.1	gene-LOC101171724	3075	108678	no	1963	525	40	547
rna-XM_023955060.1	gene-LOC101171973	4815	80318	yes	3065	901	55	794
rna-XM_023955083.1	gene-LOC101171973	4782	78241	no	3045	892	54	791
rna-XM_023955069.1	gene-LOC101171973	4803	78241	no	3057	898	55	793
rna-XM_023955080.1	gene-LOC101171973	4794	78241	no	3053	895	54	792
rna-XM_023955086.1	gene-LOC101171973	4398	39625	no	2796	822	50	730
rna-XM_004065665.4	gene-LOC101167517	1281	3471	yes	817	269	14	181
rna-XM_020712817.2	gene-krt222	1608	28107	yes	1013	318	14	263
rna-XM_011494044.3	gene-krt222	1596	24186	no	1005	317	14	260
rna-XM_004065767.4	gene-tns4	1680	19630	yes	1066	312	19	283
rna-XM_020713636.2	gene-ccr7	1143	3408	no	747	202	20	174
rna-XM_020713590.2	gene-ccr7	1155	3407	yes	755	202	20	178
rna-XM_011494194.3	gene-smarce1	1284	22867	yes	834	253	14	183
rna-XM_020713544.2	gene-smarce1	1146	22866	no	742	225	11	168
rna-XM_020713518.2	gene-smarce1	1152	22865	no	746	225	11	170
rna-XM_011494230.3	gene-smarce1	1278	22863	no	830	253	14	181
rna-XM_020713377.2	gene-smarce1	1284	22862	no	834	253	14	183
rna-XM_020713353.2	gene-smarce1	1284	22862	no	834	253	14	183
rna-XM_020713403.2	gene-smarce1	1284	22862	no	834	253	14	183
rna-XM_020713436.2	gene-smarce1	1284	22576	no	834	253	14	183
rna-XM_023955106.1	gene-smarce1	1278	14428	no	830	253	14	181
rna-XM_023955147.1	gene-igfbp4	783	21966	no	487	150	11	135
rna-XM_023955145.1	gene-igfbp4	786	21964	yes	489	150	11	136
rna-XM_020713073.2	gene-aiolos	1707	44738	no	1098	327	19	263
rna-XM_020713052.2	gene-aiolos	1710	44737	no	1100	328	19	263
rna-XM_020713021.2	gene-aiolos	1710	44737	yes	1100	328	19	263
rna-XM_020713240.2	gene-aiolos	1548	44736	no	995	306	15	232
rna-XM_020713150.2	gene-aiolos	1548	44736	no	995	306	15	232
rna-XM_011494317.3	gene-aiolos	1548	44736	no	995	306	15	232
rna-XM_020713209.2	gene-aiolos	1548	44736	no	995	306	15	232
rna-XM_023955123.1	gene-aiolos	1710	43594	no	1100	328	19	263
rna-XM_011494360.3	gene-mllt6	3123	23723	yes	2008	548	24	543
rna-XM_011494390.3	gene-mllt6	3120	23723	no	2006	547	24	543
rna-XM_004065668.4	gene-cisd3	399	5500	yes	256	71	3	69
rna-XM_023955154.1	gene-pcgf2	1005	13513	yes	642	192	15	156
rna-XM_023955157.1	gene-pcgf2	1005	12051	no	642	192	15	156
rna-XM_004084020.4	gene-pip4k2b	1239	12165	yes	806	250	18	165
rna-XM_020701170.2	gene-psmb3	672	3660	yes	431	126	9	106
rna-XM_004085785.4	gene-psmb3	618	3659	no	401	110	13	94
rna-XM_023955163.1	gene-cwc25	1158	3745	yes	729	264	15	150
rna-XM_023955169.1	gene-LOC101171224	891	11456	yes	583	155	3	150
rna-XM_023955178.1	gene-scrn2	1260	10280	no	817	225	18	200
rna-XM_020713862.2	gene-scrn2	1317	10129	yes	851	240	18	208
rna-XM_020713926.2	gene-commd1	585	8079	yes	374	120	5	86
rna-XM_004065670.4	gene-commd1	573	8043	no	366	117	5	85
rna-XM_011472921.3	gene-LOC101173680	1218	8890	yes	775	257	23	163
rna-XM_020714029.2	gene-LOC101173680	1218	8890	no	775	257	23	163
rna-XM_004065773.3	gene-LOC101173915	2007	10593	yes	1289	365	22	331
rna-XM_004065671.3	gene-LOC101169019	1017	5501	yes	671	148	7	191
rna-XM_011492737.1	gene-mdh1	1053	14942	yes	683	168	26	176
rna-NM_001163134.2	gene-mdh1	1002	6155	no	651	162	25	164
rna-XM_011473219.3	gene-LOC101169415	1479	11472	no	951	273	33	222
rna-XM_004065673.2	gene-LOC101169415	1515	9292	yes	974	277	33	231
rna-XM_011473287.3	gene-vps54	2961	26751	yes	1867	588	48	458
rna-XM_004065774.4	gene-vps54	2931	26750	no	1847	584	48	452
rna-XM_023955220.1	gene-vps54	2961	25505	no	1867	588	48	458
rna-XM_011473463.3	gene-LOC101169661	1326	11784	no	863	223	19	221
rna-XM_004065674.4	gene-LOC101169661	1326	11784	yes	863	223	19	221
rna-XM_011473530.3	gene-LOC101174399	1341	13935	yes	877	229	27	208
rna-XM_004065675.3	gene-LOC101169908	543	6433	yes	343	107	12	81
rna-XM_004065676.4	gene-LOC101170152	468	5753	yes	311	66	12	79
rna-XM_011473738.3	gene-tmem246	1182	7090	yes	745	232	9	196
rna-XM_023955260.1	gene-LOC101174889	2316	17883	yes	1479	424	59	354
rna-XM_023955259.1	gene-LOC101174889	2316	17422	no	1479	424	59	354
rna-XM_023955252.1	gene-ttbk1	3774	48691	yes	2411	655	40	668
rna-XM_023955254.1	gene-ttbk1	2223	40545	no	1412	419	21	371
rna-XM_023955250.1	gene-ttbk1	3774	45146	no	2411	655	40	668
rna-XM_011473748.3	gene-pex6	3144	10179	yes	1949	580	24	591
rna-XM_011473768.3	gene-LOC101175374	411	465	yes	261	68	7	75
rna-XM_023955274.1	gene-LOC111947476	387	527	yes	242	58	5	82
rna-XM_023955261.1	gene-LOC111947471	609	1211	yes	402	86	2	119
rna-XM_023955305.1	gene-LOC111947481	312	363	yes	199	46	6	61
rna-XM_004085943.4	gene-LOC101164132	375	831	yes	245	59	7	64
rna-XM_004084054.4	gene-LOC101159064	375	656	yes	245	59	7	64
rna-XM_004084053.3	gene-LOC101158816	312	942	yes	199	47	6	60
rna-XM_004065537.4	gene-LOC101173279	387	829	yes	242	58	5	82
rna-XM_023955270.1	gene-LOC111947473	411	515	yes	261	68	7	75
rna-XM_004084156.4	gene-LOC101168421	312	649	yes	199	46	6	61
rna-XM_004065677.4	gene-LOC101170399	810	6252	yes	500	180	14	116
rna-XM_011473797.3	gene-LOC101175623	564	8950	yes	357	126	10	71
rna-XM_004065781.4	gene-pik3r6	2325	31300	yes	1478	476	40	331
rna-XM_011473804.3	gene-pik3r5	2655	29785	yes	1680	547	32	396
rna-XM_011473806.3	gene-pik3r5	2652	29783	no	1678	546	32	396
rna-XM_020699728.2	gene-LOC101155405	1662	69656	no	1078	328	16	240
rna-XM_004065783.4	gene-LOC101155405	1812	69652	yes	1178	350	19	265
rna-XM_023955358.1	gene-LOC111947483	1605	2051	yes	1019	319	24	243
rna-XM_023955362.1	gene-LOC111947483	1377	1867	no	874	275	18	210
rna-XM_004065678.4	gene-stx8	717	29633	yes	454	140	19	104
rna-XM_011473823.3	gene-LOC101155661	2193	7694	yes	1430	434	40	289
rna-XM_004065784.4	gene-LOC101155661	2181	7694	no	1422	432	40	287
rna-XM_023955371.1	gene-cfap52	1860	15721	yes	1211	332	45	272
rna-XM_011473836.3	gene-usp43	3651	123828	yes	2337	717	27	570
rna-XM_020700067.2	gene-LOC101156145	1077	3172	yes	699	166	28	184
rna-XM_004065787.4	gene-LOC101156386	2247	21204	yes	1438	393	30	386
rna-XM_011473846.3	gene-LOC101156386	2139	21063	no	1366	370	29	374
rna-NM_001172046.1	gene-sumo2	291	3409	yes	191	56	5	39
rna-XM_004065680.4	gene-LOC101171135	471	14482	yes	302	78	3	88
rna-XM_011473850.3	gene-LOC101156630	957	10716	yes	627	174	14	142
rna-XM_011473854.3	gene-LOC101156630	924	10715	no	605	171	14	134
rna-XM_011473869.2	gene-LOC105353899	654	7337	yes	424	118	16	96
rna-XM_011473876.3	gene-LOC111946255	651	5595	yes	422	121	15	93
rna-XM_023955394.1	gene-LOC101157110	1821	80606	no	1186	331	41	263
rna-XM_023955395.1	gene-LOC101157110	1818	64154	no	1180	333	42	263
rna-XM_023955392.1	gene-LOC101157110	1851	56771	yes	1203	337	43	268
rna-XM_023955396.1	gene-LOC101157110	1161	34622	no	756	232	32	141
rna-XM_023955401.1	gene-LOC101157110	1086	29710	no	705	217	31	133
rna-XM_023955400.1	gene-LOC101157110	1086	29635	no	705	217	31	133
rna-XM_023955399.1	gene-LOC101157110	1086	28653	no	705	217	31	133
rna-XM_023955407.1	gene-LOC101157110	1086	19533	no	705	217	31	133
rna-XM_023955402.1	gene-LOC101157110	1086	19451	no	705	217	31	133
rna-XM_011473887.3	gene-LOC101157348	5727	48555	yes	3810	857	48	1012
rna-XM_011473893.3	gene-LOC101157348	5319	41920	no	3546	805	48	920
rna-XM_011473888.3	gene-LOC101157348	5610	41919	no	3735	840	47	988
rna-XM_020700409.2	gene-LOC101157348	5727	41898	no	3810	857	48	1012
rna-XM_020700590.1	gene-LOC105353906	987	4804	no	635	186	17	149
rna-XM_011473908.2	gene-LOC105353906	1068	4803	no	689	198	17	164
rna-XM_011473901.2	gene-LOC105353906	1071	4803	yes	691	198	17	165
rna-XM_023955461.1	gene-znf207	1314	6588	no	892	171	17	234
rna-XM_023955456.1	gene-znf207	1413	6588	yes	960	181	17	255
rna-XM_023955471.1	gene-rhbdl3	1224	53311	no	780	225	13	206
rna-XM_011473923.3	gene-rhbdl3	1248	53311	yes	796	231	13	208
rna-XM_011473987.2	gene-LOC101171386	1860	14652	no	1195	381	28	256
rna-XM_004065681.3	gene-LOC101171386	1983	14652	yes	1271	411	28	273
rna-XM_023955490.1	gene-LOC101158081	1080	4828	no	687	236	16	141
rna-XM_023955486.1	gene-LOC101158081	1143	4826	yes	727	249	16	151
rna-XM_004065682.4	gene-tefm	1104	3269	yes	698	205	17	184
rna-XM_011474010.3	gene-LOC101172133	2850	6222	no	1798	534	24	494
rna-XM_011474006.3	gene-LOC101172133	2880	6221	no	1815	541	24	500
rna-XM_011473999.3	gene-LOC101172133	2883	6221	yes	1817	541	24	501
rna-XM_020701165.2	gene-suz12	2031	9116	no	1312	408	23	288
rna-XM_011474026.3	gene-suz12	2034	9116	no	1313	410	23	288
rna-XM_011474021.3	gene-suz12	2064	9116	no	1333	414	24	293
rna-XM_004065795.4	gene-suz12	2067	9116	yes	1334	416	24	293
rna-XM_004065796.4	gene-utp6	1788	8970	yes	1129	398	30	231
rna-XM_004065685.3	gene-LOC101172876	789	6644	yes	516	136	8	129
rna-XM_023955549.1	gene-rab11fip4	1635	45282	no	1028	374	17	216
rna-XM_023955539.1	gene-rab11fip4	1746	25568	yes	1100	391	19	236
rna-XM_023955542.1	gene-rab11fip4	1665	25565	no	1049	376	19	221
rna-XM_011474076.3	gene-LOC105353932	1335	7061	yes	858	222	15	240
rna-XM_020701551.2	gene-LOC105353933	2415	10368	yes	1550	469	23	373
rna-XM_023955571.1	gene-LOC105353937	1194	43078	yes	772	213	7	202
rna-XM_023955569.1	gene-LOC105353937	1194	37143	no	772	213	7	202
rna-XM_023955565.1	gene-LOC105353937	1194	37039	no	772	213	7	202
rna-XM_023955574.1	gene-LOC105353937	1155	10721	no	748	204	6	197
rna-XM_004065798.4	gene-LOC101159072	1089	52469	yes	699	167	16	207
rna-XM_011474118.3	gene-LOC101159072	1029	52459	no	662	160	15	192
rna-XM_020701843.2	gene-LOC101159072	933	32824	no	603	140	13	177
rna-XM_004065688.4	gene-LOC101173766	252	3891	yes	165	52	4	31
rna-XM_020702228.1	gene-LOC101173766	252	3864	no	165	52	4	31
rna-XM_020702205.1	gene-pld6	618	4174	yes	391	110	11	106
rna-XM_004065686.4	gene-pld6	618	3687	no	391	110	11	106
rna-XM_020702198.2	gene-pld6	618	3683	no	391	110	11	106
rna-XM_023955649.1	gene-pld6	618	3540	no	391	110	11	106
rna-XM_004065689.4	gene-LOC101174001	666	10835	yes	432	138	10	86
rna-XM_004065690.4	gene-LOC101174246	738	4771	yes	474	130	17	117
rna-XM_004065799.4	gene-LOC101159320	888	6342	yes	569	157	7	155
rna-XM_023955588.1	gene-LOC101159559	1668	110738	no	1081	275	16	296
rna-XM_023955591.1	gene-LOC101159559	1608	100527	no	1042	266	16	284
rna-XM_023955606.1	gene-LOC101159559	1467	83341	no	956	238	15	258
rna-XM_023955594.1	gene-LOC101159559	1596	83336	no	1037	257	15	287
rna-XM_023955598.1	gene-LOC101159559	1542	83335	no	1004	258	16	264
rna-XM_023955597.1	gene-LOC101159559	1560	83328	no	1016	248	15	281
rna-XM_023955587.1	gene-LOC101159559	1671	83326	yes	1085	277	16	293
rna-XM_023955590.1	gene-LOC101159559	1635	83322	no	1064	268	16	287
rna-XM_023955611.1	gene-LOC101159559	1434	83321	no	930	252	14	238
rna-XM_023955619.1	gene-LOC101159559	1377	83306	no	895	230	13	239
rna-XM_023955602.1	gene-LOC101159559	1488	83305	no	964	259	14	251
rna-XM_023955596.1	gene-LOC101159559	1584	81443	no	1027	260	16	281
rna-XM_020702222.2	gene-LOC101174483	372	2939	yes	244	59	3	66
rna-XM_004065692.4	gene-LOC101174724	438	4380	yes	287	75	10	66
rna-XM_004065693.4	gene-LOC101174976	819	1801	yes	511	172	11	125
rna-XM_011474193.3	gene-LOC101175216	735	5729	yes	460	146	5	124
rna-XM_011474207.3	gene-LOC101175216	720	5726	no	451	142	5	122
